Number of Cases,Street Address,Latitude,Longitude,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
1,jurong west street 61 (block 647),1.3399915,103.6974046,5,3,75,6/12/2019,12
1,jurong west street 61 (block 647a),1.3399,103.696803,5,3,75,6/12/2019,12
3,jurong west street 61 (block 648c),1.339153,103.697948,5,3,75,6/12/2019,12
4,jurong west street 61 (block 648d),1.339446,103.697651,5,3,75,6/12/2019,12
1,jurong west street 61 (block 650a),1.338014,103.69667,5,3,75,6/12/2019,12
1,jurong west street 61 (block 650c),1.338545,103.696472,5,3,75,6/12/2019,12
1,jurong west street 65 (block 617),1.34094,103.700482,5,3,75,6/12/2019,12
1,bukit mugliston,1.386296,103.877655,6,9,61,6/12/2019,12
7,gerald crescent,1.3869122,103.8762092,6,9,61,6/12/2019,12
15,gerald drive,1.386423,103.87832,6,9,61,6/12/2019,12
6,gerald terrace,1.387734,103.876515,6,9,61,6/12/2019,12
4,gerald drive (seletar springs condominium),1.387676,103.879063,6,9,61,6/12/2019,12
11,jalan kechubong,1.385866,103.876192,6,9,61,6/12/2019,12
6,mugliston gardens,1.384736,103.877696,6,9,61,6/12/2019,12
8,mugliston park,1.385941,103.879093,6,9,61,6/12/2019,12
3,mugliston walk,1.386205,103.878768,6,9,61,6/12/2019,12
1,bedok reservoir road (block 118),1.3310913,103.90912,7,2,54,6/12/2019,12
1,bedok reservoir road (block 123),1.3323731,103.9102772,7,2,54,6/12/2019,12
3,bedok reservoir road (block 635),1.33074,103.904784,7,2,54,6/12/2019,12
2,bedok reservoir road (block 636),1.3311686,103.9045308,7,2,54,6/12/2019,12
4,bedok reservoir road (block 637),1.3312256,103.9038729,7,2,54,6/12/2019,12
6,bedok reservoir road (block 640),1.332034,103.904959,7,2,54,6/12/2019,12
4,bedok reservoir road (block 641),1.3318287,103.9052503,7,2,54,6/12/2019,12
4,bedok reservoir road (block 642),1.331306,103.905512,7,2,54,6/12/2019,12
1,bedok reservoir road (block 643),1.330875,103.905716,7,2,54,6/12/2019,12
1,bedok reservoir road (block 644),1.330783,103.905378,7,2,54,6/12/2019,12
2,jalan damai (block 661),1.3345747,103.9079459,7,2,54,6/12/2019,12
1,jalan damai (block 665),1.334135,103.908097,7,2,54,6/12/2019,12
1,jalan damai (block 670),1.332751,103.908382,7,2,54,6/12/2019,12
1,jalan damai (block 671),1.332457,103.908765,7,2,54,6/12/2019,12
3,jalan tenaga (block 645),1.331614,103.906714,7,2,54,6/12/2019,12
1,jalan tenaga (block 647),1.332131,103.905875,7,2,54,6/12/2019,12
3,jalan tenaga (block 648),1.332585,103.905539,7,2,54,6/12/2019,12
2,jalan tenaga (block 649),1.332623,103.906205,7,2,54,6/12/2019,12
2,jalan tenaga (block 650),1.331921,103.907577,7,2,54,6/12/2019,12
2,jalan tenaga (block 651),1.332227,103.90737,7,2,54,6/12/2019,12
2,jalan tenaga (block 652),1.332659,103.907917,7,2,54,6/12/2019,12
1,jalan tenaga (block 653),1.332979,103.907506,7,2,54,6/12/2019,12
3,jalan tenaga (block 654),1.3329979,103.9068999,7,2,54,6/12/2019,12
1,jalan tenaga (block 656),1.333828,103.907559,7,2,54,6/12/2019,12
1,jalan tenaga (block 658),1.3336931,103.9064031,7,2,54,6/12/2019,12
1,jalan tenaga (block 659),1.334275,103.906161,7,2,54,6/12/2019,12
5,jurong east street 13 (block 101),1.337083,103.738817,8,1,53,6/12/2019,12
18,jurong east street 13 (block 102),1.336238,103.738213,8,1,53,6/12/2019,12
6,jurong east street 13 (block 103),1.336733,103.738008,8,1,53,6/12/2019,12
3,jurong east street 13 (block 104),1.3366417,103.7376055,8,1,53,6/12/2019,12
2,jurong east street 13 (block 105),1.337363,103.738361,8,1,53,6/12/2019,12
2,jurong east street 13 (block 106),1.337346,103.737655,8,1,53,6/12/2019,12
1,jurong east street 13 (block 109),1.3383535,103.7358575,8,1,53,6/12/2019,12
2,jurong east street 13 (block 110),1.3390039,103.7365254,8,1,53,6/12/2019,12
2,jurong east street 13 (block 111),1.338778,103.735562,8,1,53,6/12/2019,12
1,jurong east street 13 (block 112),1.339234,103.73542,8,1,53,6/12/2019,12
3,jurong east street 13 (block 113),1.338861,103.734807,8,1,53,6/12/2019,12
1,jurong east street 13 (block 114),1.339263,103.734568,8,1,53,6/12/2019,12
3,jurong east street 13 (block 116),1.339803,103.734653,8,1,53,6/12/2019,12
3,jurong east street 13 (ivory heights),1.335516,103.737048,8,1,53,6/12/2019,12
1,jurong east street 13 (westmere),1.337447,103.736459,8,1,53,6/12/2019,12
1,rivervale crescent (block 148),1.391168,103.905213,9,6,53,6/12/2019,12
2,rivervale crescent (block 150),1.392491,103.906101,9,6,53,6/12/2019,12
2,rivervale crescent (block 152),1.391738,103.90621,9,6,53,6/12/2019,12
2,rivervale crescent (block 185a),1.393251,103.907203,9,6,53,6/12/2019,12
5,rivervale crescent (block 185c),1.3930368,103.9063552,9,6,53,6/12/2019,12
3,rivervale drive (block 186a),1.392916,103.905784,9,6,53,6/12/2019,12
2,rivervale drive (block 186b),1.392704,103.90528,9,6,53,6/12/2019,12
10,rivervale drive (block 186c),1.392822,103.90516,9,6,53,6/12/2019,12
1,rivervale drive (block 186d),1.393236,103.905738,9,6,53,6/12/2019,12
1,rivervale drive (block 187a),1.393737,103.905399,9,6,53,6/12/2019,12
2,rivervale drive (block 188a),1.394331,103.905074,9,6,53,6/12/2019,12
1,rivervale drive (block 188b),1.394401,103.905002,9,6,53,6/12/2019,12
6,rivervale drive (block 188c),1.3944369,103.9050414,9,6,53,6/12/2019,12
5,rivervale drive (block 188d),1.395042,103.903841,9,6,53,6/12/2019,12
1,rivervale drive (block 189c),1.395495,103.903418,9,6,53,6/12/2019,12
4,rivervale drive (block 191b),1.394653,103.9039279,9,6,53,6/12/2019,12
3,rivervale drive (block 192a),1.394485,103.903518,9,6,53,6/12/2019,12
1,rivervale drive (block 192b),1.394289,103.902838,9,6,53,6/12/2019,12
1,rivervale drive (block 192c),1.394335,103.902995,9,6,53,6/12/2019,12
7,sunrise avenue,1.38953,103.856942,10,10,47,6/12/2019,12
1,sunrise close,1.387292,103.856842,10,10,47,6/12/2019,12
6,sunrise drive,1.389298,103.856132,10,10,47,6/12/2019,12
2,sunrise lane,1.389697,103.854766,10,10,47,6/12/2019,12
11,sunrise terrace,1.388496,103.855421,10,10,47,6/12/2019,12
1,sunrise way,1.389958,103.854439,10,10,47,6/12/2019,12
19,sunrise avenue (sunrise gardens),1.390104,103.857182,10,10,47,6/12/2019,12
11,chuan hoe avenue,1.3645831,103.8764448,11,7,42,6/12/2019,12
6,parry avenue,1.3643752,103.8783778,11,7,42,6/12/2019,12
6,parry road,1.36558,103.878084,11,7,42,6/12/2019,12
3,parry view,1.3658343,103.8790316,11,7,42,6/12/2019,12
3,parry walk,1.366054,103.8784016,11,7,42,6/12/2019,12
1,parry terrace,1.3666392,103.8782814,11,7,42,6/12/2019,12
1,park villas green,1.3684626,103.8795365,11,7,42,6/12/2019,12
3,park villas rise,1.3680063,103.877973,11,7,42,6/12/2019,12
1,poh huat terrace,1.3672187,103.878876,11,7,42,6/12/2019,12
2,poh huat road west (nouvelle park),1.367381,103.87752,11,7,42,6/12/2019,12
4,sandilands road,1.362627,103.8782648,11,7,42,6/12/2019,12
1,terrasse lane,1.368042,103.876633,11,7,42,6/12/2019,12
33,loyang avenue (loyang valley),1.378265,103.9562698,12,2,33,6/12/2019,12
16,jalan senang,1.326895,103.916294,13,6,28,6/12/2019,12
1,lengkong tujoh,1.3284875,103.9149022,13,6,28,6/12/2019,12
3,lengkong tujoh (vacanza @ east),1.32885,103.914746,13,6,28,6/12/2019,12
3,jalan paras,1.3264605,103.9162657,13,6,28,6/12/2019,12
5,senang crescent,1.3280648,103.9171464,13,6,28,6/12/2019,12
1,ang mo kio avenue 2 (block 311),1.376883,103.834581,14,11,23,6/12/2019,12
2,ang mo kio avenue 2 (block 543),1.377843,103.835213,14,11,23,6/12/2019,12
1,ang mo kio avenue 2 (block 599),1.377825,103.835759,14,11,23,6/12/2019,12
1,ang mo kio avenue 4 (block 172),1.37459,103.836432,14,11,23,6/12/2019,12
2,ang mo kio avenue 4 (block 175),1.3757805,103.8369615,14,11,23,6/12/2019,12
1,ang mo kio avenue 4 (block 177),1.37598,103.8380442,14,11,23,6/12/2019,12
11,ang mo kio avenue 4 (block 178),1.376304,103.83687,14,11,23,6/12/2019,12
1,ang mo kio avenue 5 (block 179),1.3759289,103.839148,14,11,23,6/12/2019,12
2,ang mo kio avenue 5 (block 180),1.3766669,103.8386321,14,11,23,6/12/2019,12
1,ang mo kio avenue 5 (block 182),1.377331,103.836343,14,11,23,6/12/2019,12
2,gangsa road (block 146),1.375683,103.765969,15,9,22,6/12/2019,12
1,gangsa road (block 148),1.375986,103.766058,15,9,22,6/12/2019,12
2,gangsa road (block 152),1.375202,103.765877,15,9,22,6/12/2019,12
1,gangsa road (block 154),1.37489,103.765038,15,9,22,6/12/2019,12
1,gangsa road (block 165),1.3769395,103.7650114,15,9,22,6/12/2019,12
1,gangsa road (block 166),1.3776291,103.7652821,15,9,22,6/12/2019,12
1,pending road (block 128),1.376124,103.769588,15,9,22,6/12/2019,12
1,petir road (block 137),1.375086,103.769425,15,9,22,6/12/2019,12
1,petir road (block 142),1.376582,103.767582,15,9,22,6/12/2019,12
2,petir road (block 143),1.376267,103.767502,15,9,22,6/12/2019,12
5,petir road (block 149),1.37677,103.766703,15,9,22,6/12/2019,12
4,petir road (block 151),1.3772025,103.7661648,15,9,22,6/12/2019,12
2,jalan antoi,1.384789,103.874404,16,10,22,6/12/2019,12
1,jalan kelulut,1.383255,103.875407,16,10,22,6/12/2019,12
3,jalan keruing,1.3842386,103.8738575,16,10,22,6/12/2019,12
7,jalan ketumbit,1.3847563,103.874417,16,10,22,6/12/2019,12
1,jalan sindor,1.3829461,103.8742393,16,10,22,6/12/2019,12
8,seletar hills drive,1.3852199,103.8749121,16,10,22,6/12/2019,12
1,aroozoo lane,1.3534459,103.8829381,17,7,21,6/12/2019,12
4,charlton road,1.3547429,103.8818723,17,7,21,6/12/2019,12
3,hougang street 11 (block 154),1.352269,103.8801,17,7,21,6/12/2019,12
3,hougang street 11 (block 155),1.3526,103.880036,17,7,21,6/12/2019,12
1,hougang street 11 (block 156),1.35267,103.879619,17,7,21,6/12/2019,12
2,hougang street 11 (block 158),1.35178,103.880123,17,7,21,6/12/2019,12
1,hougang street 11 (the minton),1.351547,103.881843,17,7,21,6/12/2019,12
2,jalan geneng,1.3538449,103.8804449,17,7,21,6/12/2019,12
1,lorong ah soo (block 143),1.3524529,103.882963,17,7,21,6/12/2019,12
2,surin lane,1.3548645,103.881188,17,7,21,6/12/2019,12
1,surin road,1.3563879,103.8842642,17,7,21,6/12/2019,12
2,rivervale crescent (block 157c),1.387868,103.907752,18,2,18,6/12/2019,12
2,rivervale crescent (block 158a),1.38875,103.906885,18,2,18,6/12/2019,12
2,rivervale crescent (block 158b),1.388622,103.90671,18,2,18,6/12/2019,12
2,rivervale crescent (block 158c),1.388486,103.907007,18,2,18,6/12/2019,12
4,rivervale crescent (block 158d),1.3885019,103.907337,18,2,18,6/12/2019,12
1,rivervale crescent (block 164a),1.390058,103.907249,18,2,18,6/12/2019,12
1,rivervale crescent (block 183c),1.390889,103.908471,18,2,18,6/12/2019,12
2,rivervale drive (block 144),1.389168,103.90595,18,2,18,6/12/2019,12
2,rivervale drive (block 146),1.390393,103.906253,18,2,18,6/12/2019,12
1,rivervale drive (block 121),1.38665,103.904662,19,3,16,6/12/2019,12
1,rivervale drive (block 121b),1.386973,103.904683,19,3,16,6/12/2019,12
1,rivervale drive (block 122d),1.387127,103.905728,19,3,16,6/12/2019,12
1,rivervale drive (block 122e),1.38795,103.905848,19,3,16,6/12/2019,12
4,sengkang east way (block 121d),1.385855,103.905478,19,3,16,6/12/2019,12
3,sengkang east way (block 122a),1.386595,103.906066,19,3,16,6/12/2019,12
2,sengkang east way (block 122b),1.386988,103.906539,19,3,16,6/12/2019,12
3,sengkang east way (block 122c),1.387616,103.906267,19,3,16,6/12/2019,12
2,bridport avenue,1.3677604,103.8637461,20,11,14,6/12/2019,12
1,cowdray avenue,1.3680896,103.8641538,20,11,14,6/12/2019,12
7,farleigh avenue,1.36542,103.864035,20,11,14,6/12/2019,12
3,huddington avenue,1.367706,103.865181,20,11,14,6/12/2019,12
1,portchester avenue,1.366584,103.864022,20,11,14,6/12/2019,12
1,dix road,1.3606115,103.8762772,21,7,12,6/12/2019,12
1,glasgow road,1.36162,103.878666,21,7,12,6/12/2019,12
2,jansen road,1.3595474,103.8772902,21,7,12,6/12/2019,12
2,leith road,1.3619118,103.8750341,21,7,12,6/12/2019,12
2,philips avenue,1.363532,103.8783371,21,7,12,6/12/2019,12
4,rosyth road,1.362716,103.876531,21,7,12,6/12/2019,12
2,jurong west avenue 5 (block 719),1.344708,103.696997,22,5,12,6/12/2019,12
3,jurong west avenue 5 (block 721),1.3440978,103.6976167,22,5,12,6/12/2019,12
1,jurong west avenue 5 (block 726),1.3463397,103.6972312,22,5,12,6/12/2019,12
1,jurong west street 71 (block 715),1.344125,103.696248,22,5,12,6/12/2019,12
3,jurong west street 71 (block 716),1.3439312,103.6968016,22,5,12,6/12/2019,12
1,jurong west street 81 (block 813),1.345967,103.695721,22,5,12,6/12/2019,12
1,jurong west street 81 (block 815),1.34541,103.695779,22,5,12,6/12/2019,12
1,kurau grove,1.3119023,103.915054,23,1,12,6/12/2019,12
3,lorong j telok kurau,1.3140902,103.910914,23,1,12,6/12/2019,12
4,lorong k telok kurau,1.3128427,103.9106438,23,1,12,6/12/2019,12
1,lorong l telok kurau,1.3118335,103.9110688,23,1,12,6/12/2019,12
1,lorong l telok kurau (blue coral),1.312838,103.914405,23,1,12,6/12/2019,12
2,lorong l telok kurau (sunnyvale residences),1.313428,103.915302,23,1,12,6/12/2019,12
1,jalan chegar,1.3538189,103.8388716,24,7,11,6/12/2019,12
3,jalan kuak,1.3543322,103.8403959,24,7,11,6/12/2019,12
6,jalan pintau,1.35424,103.8394643,24,7,11,6/12/2019,12
1,sin ming road (block 25),1.3549422,103.8376365,24,7,11,6/12/2019,12
3,lew lian vale (jade residences),1.349176,103.877988,25,2,7,6/12/2019,12
2,serangoon avenue 1,1.3475469,103.8747719,25,2,7,6/12/2019,12
2,serangoon avenue 1 (block 425),1.3482045,103.8765353,25,2,7,6/12/2019,12
7,petir road (maysprings),1.377381,103.763305,26,3,7,6/12/2019,12
1,ang mo kio avenue 1 (block 319),1.3660941,103.8372456,27,3,6,6/12/2019,12
2,ang mo kio avenue 1 (block 321),1.365168,103.848454,27,3,6,6/12/2019,12
1,ang mo kio avenue 1 (block 338),1.363702,103.848763,27,3,6,6/12/2019,12
1,ang mo kio avenue 3 (block 312),1.366239,103.848756,27,3,6,6/12/2019,12
1,ang mo kio street 31 (block 315a),1.364428,103.84671,27,3,6,6/12/2019,12
2,fajar road (block 417),1.38401,103.76805,28,6,6,6/12/2019,12
1,fajar road (block 418),1.384267,103.768986,28,6,6,6/12/2019,12
1,saujana road (block 411),1.383105,103.767524,28,6,6,6/12/2019,12
1,saujana road (block 412),1.3829959,103.7682538,28,6,6,6/12/2019,12
1,saujana road (block 416),1.383225,103.7683349,28,6,6,6/12/2019,12
3,jurong lake link (lake grande),1.345802,103.724387,29,3,6,6/12/2019,12
2,jurong west street 41 (the lakeshore),1.3466205,103.7235335,29,3,6,6/12/2019,12
1,jurong west street 52 (block 517a),1.3451789,103.721259,29,3,6,6/12/2019,12
1,jurong west street 73 (block 732),1.3457889,103.6997,30,5,6,6/12/2019,12
3,jurong west street 73 (block 734),1.345533,103.700366,30,5,6,6/12/2019,12
2,jurong west street 75 (block 738),1.34636,103.700573,30,5,6,6/12/2019,12
1,jurong west street 91,1.340878,103.686919,31,3,6,6/12/2019,12
1,jurong west street 92 (block 961),1.3413548,103.6918902,31,3,6,6/12/2019,12
1,jurong west street 93,1.33813,103.693086,31,3,6,6/12/2019,12
1,jurong west street 93 (block 966),1.3417645,103.6929121,31,3,6,6/12/2019,12
1,jurong west street 93 (block 967a),1.3416,103.69332,31,3,6,6/12/2019,12
1,jurong west street 93 (block 980),1.339197,103.693692,31,3,6,6/12/2019,12
1,ceylon road,1.3088856,103.9004516,32,5,5,6/12/2019,12
1,joo chiat road,1.309934,103.9020481,32,5,5,6/12/2019,12
1,marshall road,1.3071204,103.9009519,32,5,5,6/12/2019,12
1,seraya lane,1.3070263,103.9002295,32,5,5,6/12/2019,12
1,tembeling road,1.3105306,103.902828,32,5,5,6/12/2019,12
1,fernvale lane (block 403c),1.388249,103.872904,33,3,5,6/12/2019,12
1,fernvale road (block 406b),1.3887022,103.8742486,33,3,5,6/12/2019,12
1,fernvale road (block 407a),1.388276,103.8753363,33,3,5,6/12/2019,12
2,fernvale road (block 410b),1.389837,103.876035,33,3,5,6/12/2019,12
3,west coast lane,1.3130502,103.7593028,34,5,5,6/12/2019,12
1,west coast terrace,1.3147474,103.7571714,34,5,5,6/12/2019,12
1,west coast place,1.3135011,103.7586464,34,5,5,6/12/2019,12
2,bedok north avenue 4 (block 94b),1.334046,103.942902,35,2,4,6/12/2019,12
1,jalan pari kikis,1.331744,103.94317,35,2,4,6/12/2019,12
1,pari dedap walk (tanamera crest),1.332463,103.94226,35,2,4,6/12/2019,12
1,crowhurst drive,1.36277,103.8631778,36,2,4,6/12/2019,12
3,serangoon garden way,1.3637427,103.8670456,36,2,4,6/12/2019,12
3,hazel park terrace,1.372131,103.764063,37,2,4,6/12/2019,12
1,hazel park terrace (hazel park condominium),1.372136,103.764065,37,2,4,6/12/2019,12
1,hougang street 91 (block 971),1.378281,103.879738,38,2,4,6/12/2019,12
1,hougang street 91 (block 973),1.377733,103.879887,38,2,4,6/12/2019,12
1,hougang street 91 (block 974),1.37766,103.879355,38,2,4,6/12/2019,12
1,hougang street 91 (block 975),1.377207,103.879636,38,2,4,6/12/2019,12
1,kang choo bin walk,1.3655901,103.8815348,39,3,4,6/12/2019,12
2,poh huat crescent,1.36778,103.881361,39,3,4,6/12/2019,12
1,poh huat drive,1.366182,103.880744,39,3,4,6/12/2019,12
3,pasir ris drive 3 (block 627),1.379656,103.940644,40,3,4,6/12/2019,12
1,pasir ris drive 3 (block 631),1.378959,103.940151,40,3,4,6/12/2019,12
2,ang mo kio avenue 10 (block 410),1.3628229,103.8545646,41,2,3,6/12/2019,12
1,ang mo kio avenue 10 (block 413),1.363614,103.853638,41,2,3,6/12/2019,12
2,bukit batok west avenue 8 (block 172),1.345746,103.740626,42,3,3,6/12/2019,12
1,bukit batok west avenue 8 (block 175),1.3456887,103.7418143,42,3,3,6/12/2019,12
1,compassvale drive (block 202a),1.38875,103.893254,43,2,3,6/12/2019,12
2,sengkang east road (block 202b),1.388109,103.892735,43,2,3,6/12/2019,12
3,dunbar walk,1.312611,103.9166789,44,3,3,6/12/2019,12
1,east coast road (poshgrove east),1.308859,103.90986,45,1,3,6/12/2019,12
1,lorong m telok kurau,1.3107682,103.9115566,45,1,3,6/12/2019,12
1,lorong n telok kurau,1.3099175,103.9118873,45,1,3,6/12/2019,12
1,east coast road (the sound),1.310012,103.91488,46,1,3,6/12/2019,12
1,lorong m telok kurau,1.3107682,103.9115566,46,1,3,6/12/2019,12
1,lorong n telok kurau,1.3099175,103.9118873,46,1,3,6/12/2019,12
1,geylang road,1.313431,103.883767,47,1,3,6/12/2019,12
1,lorong 14 geylang,1.3113118,103.8791529,47,1,3,6/12/2019,12
1,lorong 16 geylang,1.310902,103.8799478,47,1,3,6/12/2019,12
3,jalan kechubong,1.385866,103.876192,48,3,3,6/12/2019,12
1,jalan lapang,1.322854,103.91659,49,2,3,6/12/2019,12
1,jalan selamat,1.3248603,103.9155274,49,2,3,6/12/2019,12
1,jalan senang,1.326895,103.916294,49,2,3,6/12/2019,12
1,lorong 7 toa payoh (block 14b),1.335757,103.858361,50,1,3,6/12/2019,12
1,lorong 7 toa payoh (block 15),1.335966,103.858847,50,1,3,6/12/2019,12
1,toa payoh east (block 23),1.334568,103.8571244,50,1,3,6/12/2019,12
3,prince george's park,1.290992,103.780778,51,1,3,6/12/2019,12
3,tuas south street 15 (near tuas south avenue 14),1.273728,103.63632,52,3,3,6/12/2019,12
1,ang mo kio avenue 1 (block 205),1.366946,103.843416,53,1,2,6/12/2019,12
1,ang mo kio avenue 1 (block 215),1.366631,103.841498,53,1,2,6/12/2019,12
1,circuit road (block 43),1.326554,103.8855316,54,2,2,6/12/2019,12
1,circuit road (block 62),1.3262825,103.8871308,54,2,2,6/12/2019,12
1,corporation drive (block 118),1.3354024,103.7228609,55,2,2,6/12/2019,12
1,ho ching road (block 120),1.335232,103.723978,55,2,2,6/12/2019,12
1,florence road,1.3656983,103.8858431,56,2,2,6/12/2019,12
1,simon place,1.364812,103.88375,56,2,2,6/12/2019,12
2,flower road,1.360238,103.881326,57,2,2,6/12/2019,12
1,ghim moh road (block 3),1.312165,103.7874,58,2,2,6/12/2019,12
1,ghim moh road (block 7),1.311422,103.787234,58,2,2,6/12/2019,12
1,hougang avenue 8 (block 503),1.3736341,103.8875986,59,2,2,6/12/2019,12
1,hougang avenue 10 (block 516),1.3727185,103.8890361,59,2,2,6/12/2019,12
2,jalan bahagia (block 33),1.326513,103.858429,60,2,2,6/12/2019,12
1,jurong west avenue 1 (block 530a),1.348095,103.715508,61,2,2,6/12/2019,12
1,jurong west street 52 (block 527),1.347859,103.716237,61,2,2,6/12/2019,12
1,lorong 8 toa payoh (block 221),1.342631,103.8569535,62,2,2,6/12/2019,12
1,lorong 8 toa payoh (block 222),1.341746,103.855946,62,2,2,6/12/2019,12
1,redhill road (block 73a),1.287867,103.81674,63,2,2,6/12/2019,12
1,redhill road (block 74),1.288045,103.815807,63,2,2,6/12/2019,12
2,tamarind road (serenity park),1.389432,103.858866,64,2,2,6/12/2019,12
1,telok blangah crescent (block 22),1.276627,103.819694,65,2,2,6/12/2019,12
1,telok blangah crescent (block 20),1.27697,103.821814,65,2,2,6/12/2019,12
1,yishun ring road (block 360),1.4278414,103.8457347,66,2,2,6/12/2019,12
1,yishun ring road (block 363),1.429066,103.845133,66,2,2,6/12/2019,12
3,choa chu kang avenue 2 (block 248),1.379169,103.746247,1,8,198,13/12/2019,12
12,choa chu kang avenue 2 (block 249),1.379596,103.745559,1,8,198,13/12/2019,12
7,choa chu kang avenue 2 (block 250),1.379283,103.745429,1,8,198,13/12/2019,12
6,choa chu kang avenue 2 (block 251),1.378315,103.744578,1,8,198,13/12/2019,12
5,choa chu kang avenue 2 (block 252),1.378041,103.744949,1,8,198,13/12/2019,12
2,choa chu kang avenue 2 (block 254),1.378229,103.743933,1,8,198,13/12/2019,12
2,choa chu kang avenue 2 (block 271),1.3787087,103.7424192,1,8,198,13/12/2019,12
1,choa chu kang avenue 2 (block 272),1.378832,103.742982,1,8,198,13/12/2019,12
5,choa chu kang avenue 2 (block 274),1.379378,103.742822,1,8,198,13/12/2019,12
9,choa chu kang avenue 2 (block 276),1.379519,103.744385,1,8,198,13/12/2019,12
4,choa chu kang avenue 2 (block 287),1.379322,103.741652,1,8,198,13/12/2019,12
7,choa chu kang avenue 2 (block 295),1.3782547,103.7409943,1,8,198,13/12/2019,12
1,choa chu kang avenue 2 (block 296),1.377421,103.740759,1,8,198,13/12/2019,12
3,choa chu kang avenue 2 (block 296a),1.377133,103.740941,1,8,198,13/12/2019,12
1,choa chu kang avenue 2 (block 296b),1.376838,103.741413,1,8,198,13/12/2019,12
1,choa chu kang avenue 2 (block 296d),1.376587,103.742999,1,8,198,13/12/2019,12
1,choa chu kang avenue 2 (block 296e),1.3769309,103.743014,1,8,198,13/12/2019,12
1,choa chu kang avenue 2 (block 297),1.377095,103.741745,1,8,198,13/12/2019,12
1,choa chu kang avenue 2 (block 297a),1.377023,103.742358,1,8,198,13/12/2019,12
2,choa chu kang avenue 2 (block 297c),1.3777759,103.743031,1,8,198,13/12/2019,12
3,choa chu kang avenue 2 (block 297d),1.3781239,103.743004,1,8,198,13/12/2019,12
2,choa chu kang avenue 3 (block 282),1.3800079,103.743111,1,8,198,13/12/2019,12
1,choa chu kang avenue 3 (block 283),1.379701,103.742999,1,8,198,13/12/2019,12
2,choa chu kang avenue 3 (block 285),1.3800674,103.7417874,1,8,198,13/12/2019,12
3,choa chu kang avenue 3 (block 286),1.379639,103.741602,1,8,198,13/12/2019,12
3,choa chu kang avenue 3 (block 288),1.378958,103.7408711,1,8,198,13/12/2019,12
1,choa chu kang avenue 3 (block 289),1.3793104,103.7406784,1,8,198,13/12/2019,12
2,choa chu kang avenue 3 (block 290),1.378832,103.740414,1,8,198,13/12/2019,12
1,choa chu kang avenue 3 (block 291),1.378641,103.739747,1,8,198,13/12/2019,12
1,choa chu kang avenue 3 (block 292),1.378293,103.739679,1,8,198,13/12/2019,12
1,choa chu kang avenue 3 (block 293),1.37811,103.740106,1,8,198,13/12/2019,12
5,choa chu kang avenue 3 (block 401),1.379734,103.739655,1,8,198,13/12/2019,12
2,choa chu kang avenue 3 (block 402),1.379258,103.739389,1,8,198,13/12/2019,12
1,choa chu kang avenue 3 (block 404),1.380053,103.738744,1,8,198,13/12/2019,12
4,choa chu kang avenue 3 (block 405),1.38018,103.739316,1,8,198,13/12/2019,12
5,choa chu kang avenue 3 (block 406),1.380349,103.740211,1,8,198,13/12/2019,12
4,choa chu kang avenue 3 (block 408),1.379935,103.740501,1,8,198,13/12/2019,12
5,choa chu kang avenue 3 (block 409),1.381132,103.741868,1,8,198,13/12/2019,12
8,choa chu kang avenue 3 (block 411),1.3810597,103.7412945,1,8,198,13/12/2019,12
3,choa chu kang avenue 3 (block 412),1.381818,103.742295,1,8,198,13/12/2019,12
5,choa chu kang avenue 3 (block 413),1.381381,103.742619,1,8,198,13/12/2019,12
3,choa chu kang avenue 4 (block 414),1.38222,103.7421869,1,8,198,13/12/2019,12
1,choa chu kang avenue 4 (block 415),1.382841,103.7423832,1,8,198,13/12/2019,12
2,choa chu kang avenue 4 (block 416),1.383358,103.741804,1,8,198,13/12/2019,12
10,choa chu kang avenue 4 (block 417),1.383055,103.741432,1,8,198,13/12/2019,12
5,choa chu kang avenue 4 (block 418),1.3824069,103.7413617,1,8,198,13/12/2019,12
3,choa chu kang avenue 4 (block 419),1.382061,103.741533,1,8,198,13/12/2019,12
3,choa chu kang avenue 4 (block 420),1.3814439,103.741394,1,8,198,13/12/2019,12
3,choa chu kang avenue 4 (block 421),1.381821,103.740665,1,8,198,13/12/2019,12
2,choa chu kang avenue 4 (block 422),1.382431,103.740867,1,8,198,13/12/2019,12
4,choa chu kang avenue 4 (block 423),1.382033,103.740285,1,8,198,13/12/2019,12
2,choa chu kang avenue 4 (block 424),1.381515,103.740272,1,8,198,13/12/2019,12
3,choa chu kang avenue 4 (block 425),1.381167,103.73938,1,8,198,13/12/2019,12
1,choa chu kang avenue 4 (block 426),1.380617,103.739205,1,8,198,13/12/2019,12
1,choa chu kang avenue 4 (block 428),1.381222,103.73999,1,8,198,13/12/2019,12
1,choa chu kang avenue 4 (block 429),1.382847,103.740168,1,8,198,13/12/2019,12
1,choa chu kang avenue 4 (block 430),1.383822,103.741111,1,8,198,13/12/2019,12
3,choa chu kang avenue 4 (block 431),1.384044,103.74168,1,8,198,13/12/2019,12
2,choa chu kang avenue 4 (block 438),1.384251,103.739745,1,8,198,13/12/2019,12
1,choa chu kang avenue 4 (block 439),1.3837981,103.7398544,1,8,198,13/12/2019,12
1,choa chu kang central (block 239),1.379508,103.747589,1,8,198,13/12/2019,12
1,choa chu kang central (block 353),1.3821874,103.7435594,1,8,198,13/12/2019,12
