Number of Cases,Street Address,Latitude,Longitude,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
1,hougang street 11 (block 155),1.3526,103.880036,172,3,3,18/9/2020,9
1,hougang street 11 (block 161),1.352572,103.87866,172,3,3,18/9/2020,9
2,jalan jermin,1.3306975,103.8829031,173,2,3,18/9/2020,9
1,macpherson road,1.331082,103.8785853,173,2,3,18/9/2020,9
1,jalan limbok,1.3647831,103.8751174,174,3,3,18/9/2020,9
2,limbok terrace,1.3658816,103.876282,174,3,3,18/9/2020,9
3,jalan pintau,1.35424,103.8394643,175,3,3,18/9/2020,9
1,jurong east street 21 (288c),1.339545,103.743438,176,3,3,18/9/2020,9
1,toh guan road (block 286c),1.338906,103.744608,176,3,3,18/9/2020,9
1,toh guan road (block 286d),1.3396581,103.7446884,176,3,3,18/9/2020,9
2,jurong west street 52 (block 516),1.345444,103.7201709,177,3,3,18/9/2020,9
1,jurong west street 52 (block 517a),1.3451789,103.721259,177,3,3,18/9/2020,9
1,jurong west street 81 (block 814),1.3457426,103.6956996,178,1,3,18/9/2020,9
1,jurong west street 81 (block 823),1.346703,103.694292,178,1,3,18/9/2020,9
1,jurong west street 81 (block 851),1.346592,103.692742,178,1,3,18/9/2020,9
1,lorong 1 toa payoh (block 158),1.331504,103.844957,179,1,3,18/9/2020,9
1,lorong 1 toa payoh (block 161),1.33054,103.844955,179,1,3,18/9/2020,9
1,lorong 1 toa payoh (trellis towers),1.330298,103.843804,179,1,3,18/9/2020,9
1,lorong 4 toa payoh (block 56),1.337025,103.850576,180,2,3,18/9/2020,9
2,lorong 4 toa payoh (block 62),1.336242,103.851399,180,2,3,18/9/2020,9
1,macpherson lane (block 83),1.3315755,103.8852084,181,3,3,18/9/2020,9
1,macpherson road,1.331082,103.8785853,181,3,3,18/9/2020,9
1,macpherson road (sky green),1.332609,103.88634,181,3,3,18/9/2020,9
3,marine parade,1.303862,103.906498,182,2,3,18/9/2020,9
1,parry avenue,1.3643752,103.8783778,183,2,3,18/9/2020,9
2,richards avenue,1.3618734,103.8817394,183,2,3,18/9/2020,9
1,pasir ris street 13 (block 147),1.362834,103.962206,184,2,3,18/9/2020,9
2,pasir ris street 13 (block 160),1.364056,103.962461,184,2,3,18/9/2020,9
3,prince charles crescent (the crest),1.29347,103.821338,185,2,3,18/9/2020,9
1,selegie road (block 8),1.303035,103.850449,186,3,3,18/9/2020,9
2,selegie road (block 9),1.303476,103.850154,186,3,3,18/9/2020,9
1,simei street 4 (block 221),1.341762,103.95643,187,2,3,18/9/2020,9
1,simei street 4 (modena),1.34256,103.954973,187,2,3,18/9/2020,9
1,simei street 4 (simei green condominium),1.340936,103.958004,187,2,3,18/9/2020,9
1,sims drive (block 44),1.3164043,103.8771131,188,3,3,18/9/2020,9
1,sims drive (block 45),1.317386,103.87832,188,3,3,18/9/2020,9
1,sims place (block 63),1.3166432,103.8794928,188,3,3,18/9/2020,9
1,tampines street 11 (block 111),1.346944,103.947435,189,2,3,18/9/2020,9
1,tampines street 11 (block 114),1.346034,103.94651,189,2,3,18/9/2020,9
1,tampines street 11 (block 138),1.345799,103.945616,189,2,3,18/9/2020,9
2,tampines street 71 (block 701),1.356127,103.9368224,190,2,3,18/9/2020,9
1,tampines street 71 (block 707),1.357635,103.936851,190,2,3,18/9/2020,9
1,telok blangah rise (block 28),1.274042,103.820931,191,2,3,18/9/2020,9
1,telok blangah rise (block 29),1.273738,103.8211437,191,2,3,18/9/2020,9
1,telok blangah rise (block 32),1.273116,103.821671,191,2,3,18/9/2020,9
1,woodlands avenue 6 (block 718),1.44176,103.801096,192,3,3,18/9/2020,9
1,woodlands avenue 6 (block 720),1.4425584,103.8010008,192,3,3,18/9/2020,9
1,woodlands drive 70 (block 716),1.441514,103.799774,192,3,3,18/9/2020,9
2,woodlands avenue 6 (block 760),1.446983,103.796719,193,3,3,18/9/2020,9
1,woodlands drive 60 (block 772),1.4471274,103.7981498,193,3,3,18/9/2020,9
1,woodlands crescent (block 787e),1.444843,103.80229,194,3,3,18/9/2020,9
1,woodlands crescent (block 788c),1.44392,103.8019202,194,3,3,18/9/2020,9
1,woodlands drive 60 (block 786c),1.4459076,103.8011797,194,3,3,18/9/2020,9
1,yishun street 22 (block 265),1.436743,103.8383419,195,3,3,18/9/2020,9
1,yishun street 22 (block 272),1.4380307,103.8395235,195,3,3,18/9/2020,9
1,yishun street 22 (block 291),1.4365761,103.8364549,195,3,3,18/9/2020,9
3,yishun street 61 (block 633),1.418591,103.839774,196,3,3,18/9/2020,9
1,yishun street 81 (block 830),1.414298,103.833682,197,1,3,18/9/2020,9
1,yishun street 81 (block 833),1.4147019,103.833882,197,1,3,18/9/2020,9
1,yishun street 81 (block 834),1.4149611,103.8339708,197,1,3,18/9/2020,9
1,amber gardens (one amber),1.301403,103.898181,198,2,2,18/9/2020,9
1,tanjong katong road (king's mansion),1.30081,103.898364,198,2,2,18/9/2020,9
1,ang mo ko avenue 1 (block 215),1.366547,103.841626,199,2,2,18/9/2020,9
1,ang mo kio avenue 3 (block 213),1.367847,103.841097,199,2,2,18/9/2020,9
1,bedok north road (block 117),1.3305672,103.9383781,200,2,2,18/9/2020,9
1,bedok north road (block 119),1.3301939,103.9387112,200,2,2,18/9/2020,9
1,bukit batok west avenue 5 (block 390),1.365365,103.752489,201,2,2,18/9/2020,9
1,bukit batok west avenue 5 (block 392),1.36586,103.753302,201,2,2,18/9/2020,9
1,bukit batok west avenue 6 (block 185),1.347056,103.74489,202,2,2,18/9/2020,9
1,bukit batok west avenue 6 (block 186),1.346733,103.744155,202,2,2,18/9/2020,9
1,bukit batok west avenue 8 (block 171),1.346188,103.740366,203,2,2,18/9/2020,9
1,bukit batok west avenue 8 (block 175),1.3456887,103.7418143,203,2,2,18/9/2020,9
1,bukit panjang ring road (block 447),1.383416,103.771615,204,2,2,18/9/2020,9
1,bukit panjang ring road (block 448),1.383699,103.771948,204,2,2,18/9/2020,9
1,cairnhill road (elizabeth heights),1.307562,103.836337,205,2,2,18/9/2020,9
1,mount elizabeth (highpoint),1.30851,103.835515,205,2,2,18/9/2020,9
2,canberra drive (canberra residences),1.444888,103.824843,206,2,2,18/9/2020,9
1,ceylon road,1.3088856,103.9004516,207,1,2,18/9/2020,9
1,haig road (block 1),1.3112027,103.8977006,207,1,2,18/9/2020,9
1,choa chu kang avenue 2 (block 251),1.378315,103.744578,208,2,2,18/9/2020,9
1,hong san terrace,1.3776954,103.7458344,208,2,2,18/9/2020,9
2,club street (emerald garden),1.282393,103.846327,209,2,2,18/9/2020,9
2,compassvale crescent (block 296c),1.397327,103.89977,210,2,2,18/9/2020,9
1,compassvale street (block 252),1.393918,103.90083,211,1,2,18/9/2020,9
1,compassvale street (block 298a),1.39536,103.901631,211,1,2,18/9/2020,9
1,din pang avenue,1.337048,103.785841,212,2,2,18/9/2020,9
1,hua guan avenue,1.337129,103.785435,212,2,2,18/9/2020,9
1,east coast road,1.3089152,103.9119581,213,1,2,18/9/2020,9
1,joo chiat road (coralis),1.304561,103.905781,213,1,2,18/9/2020,9
1,edgedale plains (block 121a),1.393948,103.908474,214,1,2,18/9/2020,9
1,edgedale plains (block 122a),1.393663,103.909314,214,1,2,18/9/2020,9
1,fernvale road (block 408b),1.389042,103.8760039,215,1,2,18/9/2020,9
1,fernvale road (block 410a),1.389504,103.8759659,215,1,2,18/9/2020,9
1,flora road (hedges park condominium),1.354941,103.967476,216,2,2,18/9/2020,9
1,flora road (edelweiss park condominium),1.356291,103.968005,216,2,2,18/9/2020,9
1,ghim moh road (block 2),1.312439,103.786895,217,2,2,18/9/2020,9
1,ghim moh road (block 6),1.312329,103.788357,217,2,2,18/9/2020,9
1,guan soon avenue,1.3378833,103.9536213,218,2,2,18/9/2020,9
1,upper changi road,1.3343875,103.950726,218,2,2,18/9/2020,9
2,hougang avenue 8 (block 501),1.3722463,103.8867728,219,1,2,18/9/2020,9
1,hougang street 51 (block 559),1.380042,103.889492,220,2,2,18/9/2020,9
1,hougang street 51 (block 561),1.380352,103.889079,220,2,2,18/9/2020,9
1,jalan gembira,1.332269,103.88058,221,2,2,18/9/2020,9
1,joo seng road (block 20),1.33441,103.881537,221,2,2,18/9/2020,9
2,jalan papan,1.322742,103.728771,222,2,2,18/9/2020,9
1,jalan raya,1.328515,103.8831557,223,2,2,18/9/2020,9
1,merpati road (block 12),1.327549,103.884481,223,2,2,18/9/2020,9
1,jurong west street 71 (block 704),1.3411339,103.6954006,224,1,2,18/9/2020,9
1,jurong west street 71 (block 705),1.3408276,103.6947894,224,1,2,18/9/2020,9
1,jurong west street 93 (block 987a),1.336603,103.694483,225,2,2,18/9/2020,9
1,jurong west street 93 (block 990b),1.335387,103.694854,225,2,2,18/9/2020,9
1,kasai road,1.3863939,103.866405,226,2,2,18/9/2020,9
1,neram road,1.38423,103.867814,226,2,2,18/9/2020,9
1,kellock road (melrose park),1.293724,103.830096,227,2,2,18/9/2020,9
1,river valley road (valley park),1.293426,103.827895,227,2,2,18/9/2020,9
1,kent road (block 51),1.316681,103.851072,228,2,2,18/9/2020,9
1,mergui road (cityscape @ farrer park),1.31786,103.85127,228,2,2,18/9/2020,9
1,kian teck avenue,1.3306239,103.6934654,229,2,2,18/9/2020,9
1,kian teck drive,1.330644,103.692984,229,2,2,18/9/2020,9
2,kovan road (kovan melody),1.359738,103.883516,230,2,2,18/9/2020,9
1,lorong ah soo (block 142),1.3527209,103.8829422,231,2,2,18/9/2020,9
1,lorong ah soo (block 145),1.351603,103.88343,231,2,2,18/9/2020,9
2,marine parade road (laguna park),1.309311,103.931691,232,2,2,18/9/2020,9
1,martia road (martia residence),1.307476,103.910844,233,2,2,18/9/2020,9
1,saint patrick's road,1.308102,103.9126748,233,2,2,18/9/2020,9
1,pasir ris drive 4 (block 233),1.374413,103.962057,234,2,2,18/9/2020,9
1,pasir ris drive 4 (block 484),1.3736681,103.9605424,234,2,2,18/9/2020,9
1,pasir ris street 11 (block 184),1.3652349,103.960154,235,2,2,18/9/2020,9
1,pasir ris street 12 (block 188),1.365235,103.959011,235,2,2,18/9/2020,9
1,pasir ris street 21 (block 243),1.371464,103.963014,236,2,2,18/9/2020,9
1,pasir ris street 21 (block 247),1.370641,103.962491,236,2,2,18/9/2020,9
1,pasir ris street 51 (block 547),1.3689659,103.953371,237,1,2,18/9/2020,9
1,pasir ris street 51 (block 550),1.367346,103.953373,237,1,2,18/9/2020,9
2,punggol central (block 192),1.39988,103.909466,238,2,2,18/9/2020,9
1,punggol drive (block 637c),1.399199,103.915237,239,2,2,18/9/2020,9
1,punggol drive (block 638c),1.3998244,103.9154808,239,2,2,18/9/2020,9
2,punggol walk (ecopolitan),1.400798,103.89739,240,1,2,18/9/2020,9
2,punggol walk (twin waterfalls),1.402417,103.897464,241,1,2,18/9/2020,9
1,rivervale drive (block 143),1.390083,103.905738,242,2,2,18/9/2020,9
1,rivervale drive (block 144),1.389168,103.90595,242,2,2,18/9/2020,9
1,sembawang crescent (block 362a),1.447164,103.814056,243,2,2,18/9/2020,9
1,sembawang crescent (block 362c),1.44655,103.813291,243,2,2,18/9/2020,9
1,serangoon avenue 1 (block 402),1.3466922,103.8727198,244,2,2,18/9/2020,9
1,serangoon avenue 1 (block 407),1.347244,103.872893,244,2,2,18/9/2020,9
1,sophia road (sophia residence),1.300598,103.848584,245,2,2,18/9/2020,9
1,wilkie road,1.302896,103.847581,245,2,2,18/9/2020,9
2,tagore lane,1.386608,103.829453,246,2,2,18/9/2020,9
1,tampines avenue 4 (block 808),1.346494,103.93595,247,2,2,18/9/2020,9
1,tampines street 81 (block 813),1.3469722,103.9364413,247,2,2,18/9/2020,9
1,tampines street 32 (block 385),1.354961,103.958405,248,2,2,18/9/2020,9
1,tampines street 34 (block 374),1.35654,103.958562,248,2,2,18/9/2020,9
1,tampines street 45 (block 498a),1.361609,103.958084,249,2,2,18/9/2020,9
1,tampines street 45 (block 498l),1.362405,103.957285,249,2,2,18/9/2020,9
1,west coast park (botannia),1.318543,103.753637,250,1,2,18/9/2020,9
1,west coast park (the infiniti),1.319202,103.755379,250,1,2,18/9/2020,9
1,westwood avenue,1.3512663,103.6984716,251,2,2,18/9/2020,9
1,westwood terrace,1.3540791,103.6979389,251,2,2,18/9/2020,9
1,carmen street,1.317552,103.926357,1,8,119,6/11/2020,11
1,elite park avenue,1.315058,103.9242979,1,8,119,6/11/2020,11
1,elite terrace,1.3162269,103.9249945,1,8,119,6/11/2020,11
1,figaro gardens,1.315244,103.926314,1,8,119,6/11/2020,11
5,figaro street,1.31608,103.927299,1,8,119,6/11/2020,11
21,hacienda grove (the hacienda),1.313672,103.927061,1,8,119,6/11/2020,11
1,jalan jamal,1.31344,103.925203,1,8,119,6/11/2020,11
3,jalan tanah puteh,1.315586,103.930534,1,8,119,6/11/2020,11
8,jalan tua kong,1.3156108,103.9257806,1,8,119,6/11/2020,11
4,jalan tua kong (crescendo park),1.313833,103.926094,1,8,119,6/11/2020,11
34,jalan ulu siglap,1.3145096,103.9278121,1,8,119,6/11/2020,11
4,lorong abu talib,1.3157458,103.9289601,1,8,119,6/11/2020,11
8,palm drive,1.3145118,103.9304426,1,8,119,6/11/2020,11
2,siglap road (flamingo valley),1.317759,103.922082,1,8,119,6/11/2020,11
1,third street,1.313971,103.9241629,1,8,119,6/11/2020,11
1,tosca terrace,1.3191387,103.9270735,1,8,119,6/11/2020,11
1,tua kong place,1.3179732,103.9255545,1,8,119,6/11/2020,11
4,tua kong walk,1.3167805,103.9261189,1,8,119,6/11/2020,11
4,upper east coast road,1.314864,103.940245,1,8,119,6/11/2020,11
13,woo mon chew road,1.315471,103.929478,1,8,119,6/11/2020,11
1,woo mon chew road (poh heng court),1.313848,103.929232,1,8,119,6/11/2020,11
1,pasir ris drive 10 (block 642),1.377564,103.938242,2,9,116,6/11/2020,11
3,pasir ris drive 10 (block 643),1.377725,103.938107,2,9,116,6/11/2020,11
3,pasir ris drive 10 (block 644),1.378103,103.937565,2,9,116,6/11/2020,11
1,pasir ris drive 10 (block 645),1.378477,103.93777,2,9,116,6/11/2020,11
1,pasir ris drive 10 (block 646),1.378067,103.938195,2,9,116,6/11/2020,11
1,pasir ris drive 10 (block 650),1.378844,103.93795,2,9,116,6/11/2020,11
9,pasir ris drive 10 (block 700),1.38027,103.938173,2,9,116,6/11/2020,11
2,pasir ris drive 10 (block 701),1.380012,103.937914,2,9,116,6/11/2020,11
5,pasir ris drive 10 (block 702),1.380232,103.937554,2,9,116,6/11/2020,11
2,pasir ris drive 10 (block 703),1.38045,103.937102,2,9,116,6/11/2020,11
2,pasir ris drive 10 (block 704),1.380832,103.937258,2,9,116,6/11/2020,11
5,pasir ris drive 10 (block 705),1.380608,103.937839,2,9,116,6/11/2020,11
2,pasir ris drive 10 (block 706),1.380935,103.93829,2,9,116,6/11/2020,11
7,pasir ris drive 10 (block 736),1.379349,103.937574,2,9,116,6/11/2020,11
1,pasir ris drive 10 (block 737),1.379566,103.936938,2,9,116,6/11/2020,11
1,pasir ris drive 10 (block 738),1.37906,103.936588,2,9,116,6/11/2020,11
4,pasir ris drive 10 (block 739),1.378539,103.936859,2,9,116,6/11/2020,11
1,pasir ris street 72 (block 711),1.381911,103.93794,2,9,116,6/11/2020,11
1,pasir ris street 72 (block 713),1.382604,103.937717,2,9,116,6/11/2020,11
5,pasir ris street 72 (block 714),1.3826272,103.9375313,2,9,116,6/11/2020,11
2,pasir ris street 72 (block 715),1.3828857,103.9370832,2,9,116,6/11/2020,11
7,pasir ris street 72 (block 716),1.383164,103.936681,2,9,116,6/11/2020,11
16,pasir ris street 72 (block 717),1.38289,103.936517,2,9,116,6/11/2020,11
1,pasir ris street 72 (block 718),1.382519,103.936396,2,9,116,6/11/2020,11
4,pasir ris street 72 (block 719),1.3821196,103.9367257,2,9,116,6/11/2020,11
9,pasir ris street 72 (block 720),1.381821,103.936524,2,9,116,6/11/2020,11
6,pasir ris street 72 (block 721),1.381487,103.936317,2,9,116,6/11/2020,11
3,pasir ris street 72 (block 722),1.380924,103.936712,2,9,116,6/11/2020,11
2,pasir ris street 72 (block 723),1.380766,103.936683,2,9,116,6/11/2020,11
4,pasir ris street 72 (block 724),1.3810612,103.9362747,2,9,116,6/11/2020,11
5,pasir ris street 72 (block 725),1.381258,103.93575,2,9,116,6/11/2020,11
1,cambridge road (block 41),1.3156478,103.8499739,3,4,103,6/11/2020,11
1,dorset road (block 48),1.3142736,103.8506834,3,4,103,6/11/2020,11
3,dorset road (block 48a),1.3146865,103.8511459,3,4,103,6/11/2020,11
1,dorset road (block 49),1.312476,103.85009,3,4,103,6/11/2020,11
2,dorset road (block 50),1.3137365,103.8508025,3,4,103,6/11/2020,11
6,gloucester road (block 9),1.3129033,103.8519245,3,4,103,6/11/2020,11
6,gloucester road (block 10),1.3129055,103.851922,3,4,103,6/11/2020,11
5,joo avenue,1.3152359,103.8553245,3,4,103,6/11/2020,11
1,kent road (block 53),1.316682,103.852162,3,4,103,6/11/2020,11
2,mergui road (cityscape @ farrer park),1.31786,103.85127,3,4,103,6/11/2020,11
1,mergui road (mergui mansions),1.317314,103.851778,3,4,103,6/11/2020,11
5,owen road,1.3148121,103.8521805,3,4,103,6/11/2020,11
2,owen road (block 44),1.3154539,103.8503829,3,4,103,6/11/2020,11
3,owen road (block 46),1.315078,103.850636,3,4,103,6/11/2020,11
4,owen road (block 47),1.314897,103.8500959,3,4,103,6/11/2020,11
5,oxford road (kentish green),1.315762,103.851958,3,4,103,6/11/2020,11
2,oxford road (kentish lodge),1.316005,103.852912,3,4,103,6/11/2020,11
4,oxford road (oxford suites),1.315758,103.8525,3,4,103,6/11/2020,11
1,race course road,1.311672,103.853026,3,4,103,6/11/2020,11
1,race course road (block 681),1.313615,103.855152,3,4,103,6/11/2020,11
1,race course road (block 682),1.314318,103.855746,3,4,103,6/11/2020,11
1,race course road (block 684),1.314449,103.856545,3,4,103,6/11/2020,11
1,race course road (block 685),1.314178,103.856996,3,4,103,6/11/2020,11
1,race course road (city loft),1.314939,103.8566,3,4,103,6/11/2020,11
1,rangoon lane,1.316483,103.853676,3,4,103,6/11/2020,11
10,rangoon road,1.314958,103.853737,3,4,103,6/11/2020,11
1,rangoon road (loft @ rangoon),1.315011,103.85364,3,4,103,6/11/2020,11
3,rangoon road (urban lofts),1.314186,103.853928,3,4,103,6/11/2020,11
17,sing avenue,1.3151066,103.8540976,3,4,103,6/11/2020,11
3,sing joo walk,1.31494,103.854989,3,4,103,6/11/2020,11
7,starlight road,1.3140127,103.8535905,3,4,103,6/11/2020,11
1,tessensohn road (block 683),1.314521,103.855865,3,4,103,6/11/2020,11
19,cheng soon garden,1.334642,103.772319,4,3,102,6/11/2020,11
8,eng kong crescent,1.3354965,103.7690838,4,3,102,6/11/2020,11
2,eng kong drive,1.332775,103.768315,4,3,102,6/11/2020,11
12,eng kong garden,1.3342556,103.7683325,4,3,102,6/11/2020,11
4,eng kong lane,1.337026,103.770342,4,3,102,6/11/2020,11
10,eng kong terrace,1.336579,103.7694869,4,3,102,6/11/2020,11
2,kismis avenue,1.335862,103.773027,4,3,102,6/11/2020,11
34,kismis green,1.335846,103.770696,4,3,102,6/11/2020,11
3,kismis road,1.33561,103.771218,4,3,102,6/11/2020,11
2,lorong kismis,1.337276,103.767875,4,3,102,6/11/2020,11
6,toh yi drive,1.3386783,103.7717421,4,3,102,6/11/2020,11
2,pasir ris drive 3 (eastvale),1.374275,103.953583,5,5,99,6/11/2020,11
3,pasir ris drive 6 (block 405),1.3734819,103.955597,5,5,99,6/11/2020,11
3,pasir ris drive 6 (block 406),1.373821,103.95546,5,5,99,6/11/2020,11
2,pasir ris drive 6 (block 409),1.3727798,103.9541187,5,5,99,6/11/2020,11
1,pasir ris drive 6 (block 410),1.37297,103.953893,5,5,99,6/11/2020,11
7,pasir ris drive 6 (block 411),1.3725476,103.9541323,5,5,99,6/11/2020,11
2,pasir ris drive 6 (block 412),1.3734081,103.9550477,5,5,99,6/11/2020,11
4,pasir ris drive 6 (block 413),1.372804,103.955503,5,5,99,6/11/2020,11
6,pasir ris drive 6 (block 414),1.372644,103.9564241,5,5,99,6/11/2020,11
3,pasir ris drive 6 (block 415),1.3718348,103.9563348,5,5,99,6/11/2020,11
4,pasir ris drive 6 (block 416),1.371365,103.9553232,5,5,99,6/11/2020,11
1,pasir ris drive 6 (block 417),1.3719568,103.9554826,5,5,99,6/11/2020,11
16,pasir ris drive 6 (block 418),1.371957,103.954139,5,5,99,6/11/2020,11
6,pasir ris drive 6 (block 419),1.371503,103.954679,5,5,99,6/11/2020,11
4,pasir ris drive 6 (block 420),1.371295,103.954498,5,5,99,6/11/2020,11
7,pasir ris drive 6 (block 421),1.371132,103.954679,5,5,99,6/11/2020,11
6,pasir ris drive 6 (block 422),1.370453,103.954417,5,5,99,6/11/2020,11
4,pasir ris drive 6 (block 423),1.3699085,103.9546898,5,5,99,6/11/2020,11
3,pasir ris drive 6 (block 424),1.370104,103.954531,5,5,99,6/11/2020,11
1,pasir ris drive 6 (block 425),1.369596,103.954719,5,5,99,6/11/2020,11
4,pasir ris drive 6 (block 426),1.3699889,103.956174,5,5,99,6/11/2020,11
2,pasir ris drive 6 (block 427),1.370291,103.955986,5,5,99,6/11/2020,11
1,pasir ris drive 6 (block 428),1.3695631,103.9564877,5,5,99,6/11/2020,11
4,pasir ris drive 6 (block 429),1.3701009,103.9566741,5,5,99,6/11/2020,11
2,pasir ris street 11 (block 109),1.368301,103.9561839,5,5,99,6/11/2020,11
1,pasir ris street 11 (block 117),1.368004,103.9549618,5,5,99,6/11/2020,11
1,bunga rampai place,1.338931,103.883537,6,7,95,6/11/2020,11
1,bunga rampai place (the areca),1.33924,103.884269,6,7,95,6/11/2020,11
1,harrison road,1.3356176,103.884863,6,7,95,6/11/2020,11
1,harvey road,1.3344814,103.8842391,6,7,95,6/11/2020,11
3,jalan bunga rampai,1.3396211,103.8832617,6,7,95,6/11/2020,11
85,shaw road,1.3359116,103.8841805,6,7,95,6/11/2020,11
3,upper paya lebar road,1.3433729,103.8827464,6,7,95,6/11/2020,11
1,fernvale road,1.393636,103.876072,7,2,94,6/11/2020,11
1,fernvale road (block 453b),1.393902,103.875449,7,2,94,6/11/2020,11
4,fernvale road (block 453c),1.393815,103.8750263,7,2,94,6/11/2020,11
2,fernvale road (block 453d),1.393452,103.87559,7,2,94,6/11/2020,11
9,jalan kayu,1.3953813,103.8729165,7,2,94,6/11/2020,11
1,jalan kayu (block 446a),1.392068,103.872665,7,2,94,6/11/2020,11
1,jalan kayu (block 446b),1.391812,103.873347,7,2,94,6/11/2020,11
1,jalan kayu (block 447b),1.392601,103.873219,7,2,94,6/11/2020,11
1,sengkang west avenue (block 455a),1.391759,103.870721,7,2,94,6/11/2020,11
1,sengkang west avenue (block 455b),1.391881,103.870496,7,2,94,6/11/2020,11
1,sengkang west road (block 456a),1.391641,103.869714,7,2,94,6/11/2020,11
1,sengkang west road (block 456b),1.392474,103.870066,7,2,94,6/11/2020,11
2,sengkang west road (block 457a),1.39219,103.869829,7,2,94,6/11/2020,11
2,sengkang west road (block 457b),1.392288,103.870777,7,2,94,6/11/2020,11
3,sengkang west road (block 458a),1.393307,103.869635,7,2,94,6/11/2020,11
2,sengkang west road (block 458b),1.393032,103.870936,7,2,94,6/11/2020,11
2,sengkang west road (block 458c),1.392924,103.869965,7,2,94,6/11/2020,11
44,sengkang west way,1.395243,103.871103,7,2,94,6/11/2020,11
4,sengkang west way (block 448a),1.393163,103.873102,7,2,94,6/11/2020,11
1,sengkang west way (block 448b),1.393404,103.873181,7,2,94,6/11/2020,11
2,sengkang west way (block 450b),1.393967,103.873287,7,2,94,6/11/2020,11
1,sengkang west way (block 450c),1.393768,103.87348,7,2,94,6/11/2020,11
1,sengkang west way (block 451a),1.394401,103.874053,7,2,94,6/11/2020,11
1,sengkang west way (block 452a),1.394107,103.8741508,7,2,94,6/11/2020,11
4,sengkang west way (block 452b),1.39421,103.874203,7,2,94,6/11/2020,11
1,sengkang west way (block 458c),1.392417,103.870615,7,2,94,6/11/2020,11
3,jalan bukit merah (block 140),1.278248,103.829633,8,3,89,6/11/2020,11
18,jalan bukit merah (block 141),1.277181,103.828894,8,3,89,6/11/2020,11
6,jalan bukit merah (block 142),1.277054,103.828091,8,3,89,6/11/2020,11
5,jalan bukit merah (block 143),1.277879,103.830062,8,3,89,6/11/2020,11
8,jalan bukit merah (block 144),1.277337,103.830002,8,3,89,6/11/2020,11
3,jalan bukit merah (block 145),1.277521,103.830536,8,3,89,6/11/2020,11
14,jalan bukit merah (block 146),1.27792,103.830833,8,3,89,6/11/2020,11
7,silat avenue,1.276809,103.83053,8,3,89,6/11/2020,11
2,silat avenue (block 147),1.277368,103.831097,8,3,89,6/11/2020,11
5,silat avenue (block 148),1.277014,103.830904,8,3,89,6/11/2020,11
8,silat avenue (block 149),1.277392,103.83181,8,3,89,6/11/2020,11
2,spooner road,1.275699,103.831299,8,3,89,6/11/2020,11
2,spooner road (block 1),1.275541,103.830247,8,3,89,6/11/2020,11
6,spooner road (block 2),1.275663,103.830305,8,3,89,6/11/2020,11
1,boon lay place (block 208),1.347141,103.714435,9,18,80,6/11/2020,11
1,boon lay place (block 211),1.348413,103.7139043,9,18,80,6/11/2020,11
5,boon lay place (block 213),1.349542,103.712856,9,18,80,6/11/2020,11
1,boon lay place (block 214),1.3490603,103.7121904,9,18,80,6/11/2020,11
4,jurong west avenue 1 (block 537),1.350634,103.716592,9,18,80,6/11/2020,11
5,jurong west avenue 1 (block 538),1.350125,103.715762,9,18,80,6/11/2020,11
2,jurong west avenue 1 (block 540),1.350678,103.715384,9,18,80,6/11/2020,11
2,jurong west street 41 (block 456),1.3507421,103.7202834,9,18,80,6/11/2020,11
7,jurong west street 42 (block 450),1.352223,103.717182,9,18,80,6/11/2020,11
15,jurong west street 42 (block 453),1.35138,103.717288,9,18,80,6/11/2020,11
6,jurong west street 42 (block 454),1.351025,103.717647,9,18,80,6/11/2020,11
5,jurong west street 42 (block 455),1.35113,103.718441,9,18,80,6/11/2020,11
1,jurong west street 42 (block 551),1.3523426,103.716436,9,18,80,6/11/2020,11
1,jurong west street 42 (block 552),1.352836,103.717986,9,18,80,6/11/2020,11
1,jurong west street 52 (block 523),1.3467769,103.716226,9,18,80,6/11/2020,11
6,jurong west street 52 (block 525),1.3474253,103.7161537,9,18,80,6/11/2020,11
1,jurong west street 52 (block 527),1.347859,103.716237,9,18,80,6/11/2020,11
2,jurong west street 52 (block 528),1.348356,103.7170979,9,18,80,6/11/2020,11
1,jurong west street 52 (block 529),1.34845,103.716158,9,18,80,6/11/2020,11
3,jurong west street 52 (block 530),1.348571,103.71549,9,18,80,6/11/2020,11
1,jurong west street 52 (block 531),1.3490548,103.7153245,9,18,80,6/11/2020,11
2,jurong west street 52 (block 533),1.348987,103.716465,9,18,80,6/11/2020,11
1,jurong west street 52 (block 534),1.34899,103.717116,9,18,80,6/11/2020,11
1,jurong west street 52 (block 535),1.3493455,103.7168438,9,18,80,6/11/2020,11
5,jurong west street 52 (block 536),1.349844,103.716567,9,18,80,6/11/2020,11
19,tampines street 22,1.34811,103.95253,10,19,74,6/11/2020,11
16,tampines street 22 (block 283),1.3487115,103.9529248,10,19,74,6/11/2020,11
19,tampines street 22 (block 284),1.3491244,103.9525914,10,19,74,6/11/2020,11
3,tampines street 22 (block 285),1.3498571,103.952782,10,19,74,6/11/2020,11
8,tampines street 22 (block 286),1.3495541,103.9529071,10,19,74,6/11/2020,11
2,tampines street 22 (block 287),1.349162,103.954157,10,19,74,6/11/2020,11
1,tampines street 22 (block 288),1.348747,103.954419,10,19,74,6/11/2020,11
