Number of Cases,Street Address,Latitude,Longitude,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
1,teck whye lane(blk 118),1.34721811835569,103.956900531765,139,1,3,01/09/2022,9
1,teck whye lane(blk 120),1.37884184875046,103.750340641074,139,1,3,01/09/2022,9
1,teck whye lane(blk 124),1.38194642527068,103.751888178683,139,1,3,01/09/2022,9
3,tuas south street 12,1.437696282095,103.801568874084,140,2,3,01/09/2022,9
3,west coast road(varsity park condominium),1.33326478123569,103.940334868697,141,3,3,01/09/2022,9
2,woodlands street 3(blk 302),1.29003067053998,103.817185273903,142,2,3,01/09/2022,9
1,woodlands street 3(blk 317),1.3737170825368,103.835610469339,142,2,3,01/09/2022,9
1,alexandra view(artra),1.3453856199951,103.746045480153,143,2,2,01/09/2022,9
1,alexandra view(the metropolitian condo),1.34328286670471,103.869217344339,143,2,2,01/09/2022,9
1,ang mo kio avenue 5,1.37891427289067,103.83617174857,144,1,2,01/09/2022,9
1,ang mo kio industrial park 2a,1.37544442670241,103.846817673413,144,1,2,01/09/2022,9
2,ang mo kio central 3(grandeur 8),1.36582285879117,103.865681405663,145,1,2,01/09/2022,9
1,bridport avenue,1.36568479488071,103.865125659293,146,2,2,01/09/2022,9
1,cowdray avenue,1.37794735185987,103.867856139461,146,2,2,01/09/2022,9
2,bukit batok street 22(blk 296c),1.34369796674692,103.748158134407,147,2,2,01/09/2022,9
1,bukit batok west avenue 5(blk 390),1.37936640828773,103.740771937699,148,1,2,01/09/2022,9
1,bukit batok west avenue 5(blk 392),1.30797486539571,103.830325471683,148,1,2,01/09/2022,9
1,canberra street(blk 101b),1.30915239429834,103.882242524292,149,1,2,01/09/2022,9
1,canberra street(blk 103a),1.31131232646044,103.860364960055,149,1,2,01/09/2022,9
1,cashew road(cashew heights),1.37405967006463,103.767642513123,150,1,2,01/09/2022,9
1,hazel park terrace(hazel park condominium),1.36535402711964,103.752433206591,150,1,2,01/09/2022,9
1,cavan road,1.39830454666217,103.749817817326,151,2,2,01/09/2022,9
1,hamilton road,1.39000944345961,103.893454183017,151,2,2,01/09/2022,9
1,choa chu kang avenue 2(blk 294),1.29182862424357,103.826545813025,152,1,2,01/09/2022,9
1,choa chu kang avenue 3(blk 289),1.37233349665866,103.76417768473,152,1,2,01/09/2022,9
1,choa chu kang avenue 5(blk 485),1.37490905657101,103.739491611866,153,1,2,01/09/2022,9
1,choa chu kang avenue 5(blk 485b),1.34602341469707,103.741411023838,153,1,2,01/09/2022,9
2,choa chu kang street 54(blk 770),1.30803347738244,103.829025149921,154,1,2,01/09/2022,9
1,claymore road,1.29113483646901,103.826764453591,155,1,2,01/09/2022,9
1,claymore road(the claymore),1.39483873062804,103.750352449501,155,1,2,01/09/2022,9
1,compassvale drive(blk 215b),1.38983599006926,103.894154149578,156,2,2,01/09/2022,9
1,compassvale drive(blk 217c),1.36015764334241,103.965165224191,156,2,2,01/09/2022,9
1,compassvale street(blk 251),1.39382807586515,103.900879394841,157,2,2,01/09/2022,9
1,compassvale street(blk 252),1.38829465918297,103.840527831159,157,2,2,01/09/2022,9
1,delta avenue(blk 4),1.37859984734646,103.74097440321,158,1,2,01/09/2022,9
1,indus road(blk 77),1.36586608373138,103.753323280718,158,1,2,01/09/2022,9
1,flora road(avila gardens),1.36626989576509,103.898029449551,159,2,2,01/09/2022,9
1,flora road(estella gardens),1.37645924477185,103.894857328635,159,2,2,01/09/2022,9
2,gul way,1.32089428195157,103.670802239121,160,1,2,01/09/2022,9
1,hillview avenue(hillview residence),1.35590905178528,103.76073531599,161,2,2,01/09/2022,9
1,hillview avenue(merawoods),1.35617024663786,103.759315673074,161,2,2,01/09/2022,9
1,hougang avenue 8(blk 633),1.36982607247094,103.879317363374,162,1,2,01/09/2022,9
1,hougang avenue 8(blk 641),1.3513904432788,103.881242080921,162,1,2,01/09/2022,9
1,hougang street 11(the minton),1.37127600641449,103.880058705708,163,1,2,01/09/2022,9
1,jalan geneng,1.36238225321649,103.885133725208,163,1,2,01/09/2022,9
1,jalan sayang,1.34551716408486,103.745348433929,164,2,2,01/09/2022,9
1,jalan senyum,1.3367663870581,103.90494102192,164,2,2,01/09/2022,9
1,jurong west street 24(blk 272a),1.41372156571094,103.807300432014,165,2,2,01/09/2022,9
1,jurong west street 24(blk 272b),1.3533332103438,103.880903845756,165,2,2,01/09/2022,9
1,jurong west street 71(blk 706),1.32142575611025,103.860194689384,166,2,2,01/09/2022,9
1,jurong west street 81(blk 836),1.33237199569139,103.906117409993,166,2,2,01/09/2022,9
2,keat hong close(blk 801b),1.30386371523131,103.904881841036,167,2,2,01/09/2022,9
2,kew walk,1.36156729111649,103.885363752044,168,1,2,01/09/2022,9
1,kim tian road(blk 130),1.32041974127845,103.95019110771,169,1,2,01/09/2022,9
1,kim tian road(blk 131b),1.3505208170253,103.704862240601,169,1,2,01/09/2022,9
1,kovan road(kovan residences),1.28091756873327,103.828370313694,170,1,2,01/09/2022,9
1,simon walk,1.33270900444627,103.867989929028,170,1,2,01/09/2022,9
1,lorong 15 geylang,1.35026682839179,103.705239920981,171,2,2,01/09/2022,9
1,lorong 17 geylang,1.31295535798145,103.878972648946,171,2,2,01/09/2022,9
1,lorong pisang emas,1.31250640626748,103.782747099024,172,2,2,01/09/2022,9
1,yuk tong avenue,1.3422866369732,103.773650566483,172,2,2,01/09/2022,9
2,mandai lake,1.312829380594,103.878147917575,173,1,2,01/09/2022,9
1,pasir ris drive 10(blk 708),1.32014859879822,103.859763746554,174,2,2,01/09/2022,9
1,pasir ris heights(vue 8 residence),1.3760245207216,103.945945712947,174,2,2,01/09/2022,9
1,pasir ris street 11(blk 140),1.36478562221786,103.959292475911,175,2,2,01/09/2022,9
1,pasir ris street 11(blk 187),1.36394845899024,103.959181035972,175,2,2,01/09/2022,9
2,potong pasir avenue 1,1.45445319201857,103.814035193265,176,2,2,01/09/2022,9
1,punggol place(blk 207d),1.39965440414761,103.899915641085,177,2,2,01/09/2022,9
1,punggol place(blk 210c),1.38841932024871,103.907241901937,177,2,2,01/09/2022,9
1,rivervale crescent(blk 185d),1.33195222315743,103.721513951179,178,2,2,01/09/2022,9
1,rivervale drive(blk 188a),1.33332045172975,103.721308656123,178,2,2,01/09/2022,9
1,sembawang drive(blk 462),1.34023656666002,103.720885227164,179,2,2,01/09/2022,9
1,sembawang drive(blk 466c),1.349339645898,103.933610807865,179,2,2,01/09/2022,9
1,sungei kadut street 1,1.42205800078066,103.75006776655,180,2,2,01/09/2022,9
1,sungei kadut street 6,1.33940432115565,103.722907285019,180,2,2,01/09/2022,9
1,tampines street 81(blk 826),1.34596292007996,103.939614775098,181,2,2,01/09/2022,9
1,tampines street 83(blk 886),1.34981662888398,103.938742161124,181,2,2,01/09/2022,9
1,tampines street 91(blk 910),1.34533410814811,103.940122148336,182,1,2,01/09/2022,9
1,tampines street 91(blk 911),1.33789108289201,103.71968139193,182,1,2,01/09/2022,9
1,tampines street 91(blk 930),1.34983189105156,103.939568613828,183,1,2,01/09/2022,9
1,tampines street 91(blk 934),1.31015054686008,103.787082418192,183,1,2,01/09/2022,9
1,woodlands drive 16(blk 573a),1.44381282098453,103.792401112407,184,1,2,01/09/2022,9
1,woodlands drive 16(forestville),1.43780529526113,103.792896090852,184,1,2,01/09/2022,9
2,woodlands sector 1,1.3542003868661,103.895191493305,185,1,2,01/09/2022,9
1,boon lay avenue(blk 183a),1.34607772133475,103.706889791188,1,3,335,18/09/2022,9
4,boon lay avenue(blk 183b),1.34975768459224,103.711296415279,1,3,335,18/09/2022,9
1,boon lay avenue(blk 183c),1.29299604681606,103.805665563173,1,3,335,18/09/2022,9
1,boon lay avenue(blk 183d),1.34909289443558,103.709041526551,1,3,335,18/09/2022,9
31,boon lay avenue(blk 185),1.3845437429841,103.895001773759,1,3,335,18/09/2022,9
9,boon lay avenue(blk 186),1.33772750116803,103.780072604798,1,3,335,18/09/2022,9
25,boon lay avenue(blk 187),1.29560954714992,103.804472923985,1,3,335,18/09/2022,9
1,boon lay avenue(blk 217a),1.34624968110858,103.709387013109,1,3,335,18/09/2022,9
1,boon lay avenue(blk 217b),1.34668916681369,103.709485323529,1,3,335,18/09/2022,9
7,boon lay drive,1.34781063442169,103.70952850456,1,3,335,18/09/2022,9
13,boon lay drive(blk 174),1.34731245413465,103.708804114372,1,3,335,18/09/2022,9
6,boon lay drive(blk 175),1.34703395486511,103.708985502465,1,3,335,18/09/2022,9
5,boon lay drive(blk 176),1.34442668624643,103.711462801071,1,3,335,18/09/2022,9
7,boon lay drive(blk 177),1.34805476418084,103.70810846448,1,3,335,18/09/2022,9
2,boon lay drive(blk 178),1.34879350516626,103.70841773457,1,3,335,18/09/2022,9
2,boon lay drive(blk 179),1.34849083792572,103.708097262621,1,3,335,18/09/2022,9
1,boon lay drive(blk 180),1.34783599908392,103.709070823104,1,3,335,18/09/2022,9
4,boon lay drive(blk 180a),1.34761769756975,103.708643921054,1,3,335,18/09/2022,9
1,boon lay drive(blk 180b),1.34507676207703,103.711850425927,1,3,335,18/09/2022,9
1,boon lay drive(blk 180c),1.34725100297379,103.710014454331,1,3,335,18/09/2022,9
1,boon lay drive(blk 181a),1.34290239942022,103.713939473716,1,3,335,18/09/2022,9
4,boon lay drive(blk 181b),1.34340319524201,103.713686073692,1,3,335,18/09/2022,9
49,boon lay drive(blk 188),1.31644975474134,103.832130325138,1,3,335,18/09/2022,9
3,boon lay drive(blk 189),1.34278860969526,103.714301445473,1,3,335,18/09/2022,9
2,boon lay drive(blk 190),1.34360788485586,103.713869400316,1,3,335,18/09/2022,9
16,boon lay drive(blk 191),1.34376568912059,103.712164032913,1,3,335,18/09/2022,9
2,boon lay drive(blk 196a),1.3437815486012,103.713531362621,1,3,335,18/09/2022,9
6,boon lay drive(blk 196b),1.3437063240188,103.714484938377,1,3,335,18/09/2022,9
3,boon lay drive(blk 197a),1.34326615072684,103.715411866571,1,3,335,18/09/2022,9
2,boon lay drive(blk 197b),1.3441061022632,103.713719208827,1,3,335,18/09/2022,9
1,boon lay drive(blk 197c),1.34413570974204,103.715657464606,1,3,335,18/09/2022,9
2,boon lay drive(blk 197d),1.34378470716235,103.715093852955,1,3,335,18/09/2022,9
3,boon lay drive(blk 199),1.34300396183385,103.7147005948,1,3,335,18/09/2022,9
4,boon lay drive(blk 200),1.34582026038181,103.7082523716,1,3,335,18/09/2022,9
3,boon lay drive(blk 201),1.34618712907228,103.708425276777,1,3,335,18/09/2022,9
3,boon lay drive(blk 202),1.3425169918577,103.711734070194,1,3,335,18/09/2022,9
1,boon lay drive(blk 203),1.34749415546441,103.70794092817,1,3,335,18/09/2022,9
3,boon lay drive(blk 257),1.34559270009436,103.70789526133,1,3,335,18/09/2022,9
10,boon lay drive(blk 258),1.34783725319329,103.707753067941,1,3,335,18/09/2022,9
3,boon lay drive(blk 259),1.34644748042226,103.706946815266,1,3,335,18/09/2022,9
2,boon lay drive(blk 260),1.3448843555315,103.707430279187,1,3,335,18/09/2022,9
4,boon lay drive(blk 261),1.34658610279641,103.71356835409,1,3,335,18/09/2022,9
1,boon lay drive(blk 262),1.3471317962481,103.707996026992,1,3,335,18/09/2022,9
1,boon lay drive(blk 263),1.34551436245234,103.708635583627,1,3,335,18/09/2022,9
1,boon lay drive(blk 264),1.33851437919815,103.721677989652,1,3,335,18/09/2022,9
1,boon lay drive(blk 265),1.34509544334295,103.708033296449,1,3,335,18/09/2022,9
5,boon lay drive(blk 267),1.3451004516425,103.706911682245,1,3,335,18/09/2022,9
1,boon lay drive(blk 268),1.34764592847862,103.7129331836,1,3,335,18/09/2022,9
4,boon lay drive(blk 268b),1.34625797211644,103.715154716629,1,3,335,18/09/2022,9
10,boon lay drive(blk 268c),1.34842916785754,103.708720552283,1,3,335,18/09/2022,9
2,boon lay place(blk 207),1.34945934187377,103.712840315508,1,3,335,18/09/2022,9
8,boon lay place(blk 208),1.34580304817683,103.759260051639,1,3,335,18/09/2022,9
5,boon lay place(blk 209),1.34912704098711,103.713021012998,1,3,335,18/09/2022,9
11,boon lay place(blk 210),1.34824122465841,103.7140978842,1,3,335,18/09/2022,9
16,boon lay place(blk 211),1.30571872306759,103.762167768843,1,3,335,18/09/2022,9
2,boon lay place(blk 212),1.30628748271347,103.762394965532,1,3,335,18/09/2022,9
1,boon lay place(blk 213),1.30628911866015,103.76151810816,1,3,335,18/09/2022,9
2,boon lay place(blk 214),1.34868437470614,103.712359844107,1,3,335,18/09/2022,9
1,boon lay place(blk 215),1.30484423498146,103.76110706384,1,3,335,18/09/2022,9
13,boon lay place(blk 221),1.34617606948582,103.757834213031,1,3,335,18/09/2022,9
2,clementi west street 2(blk 703),1.34901664211502,103.712178566174,2,17,246,18/09/2022,9
12,clementi west street 2(blk 705),1.304974887429,103.761861975982,2,17,246,18/09/2022,9
5,clementi west street 2(blk 706),1.30761194155051,103.761376368247,2,17,246,18/09/2022,9
14,clementi west street 2(blk 707),1.30533046157853,103.762003588469,2,17,246,18/09/2022,9
46,clementi west street 2(blk 708),1.30566420848829,103.760650698612,2,17,246,18/09/2022,9
18,clementi west street 2(blk 709),1.43289614274331,103.79276813435,2,17,246,18/09/2022,9
5,clementi west street 2(blk 710),1.3041278418713,103.762206285308,2,17,246,18/09/2022,9
14,clementi west street 2(blk 711),1.30866602211237,103.760258216299,2,17,246,18/09/2022,9
18,clementi west street 2(blk 712),1.30430341306691,103.761682084014,2,17,246,18/09/2022,9
6,clementi west street 2(blk 713),1.30897250380713,103.75923292909,2,17,246,18/09/2022,9
5,clementi west street 2(blk 714),1.30838274486859,103.759784091667,2,17,246,18/09/2022,9
13,west coast road(blk 513),1.30821759885498,103.758943172302,2,17,246,18/09/2022,9
4,west coast road(blk 514),1.30747684361156,103.760157277816,2,17,246,18/09/2022,9
8,west coast road(blk 515),1.3137447051106,103.767781824632,2,17,246,18/09/2022,9
3,west coast road(blk 517),1.30714774352277,103.759628391282,2,17,246,18/09/2022,9
6,west coast road(blk 518),1.30726692567512,103.761107748856,2,17,246,18/09/2022,9
8,west coast road(blk 519),1.31413785421482,103.767942210615,2,17,246,18/09/2022,9
14,west coast road(blk 520),1.30634750622019,103.760538027126,2,17,246,18/09/2022,9
10,west coast road(blk 701),1.30758124026887,103.851478219734,2,17,246,18/09/2022,9
10,west coast road(blk 702),1.30674896245195,103.760633580535,2,17,246,18/09/2022,9
10,west coast road(blk 703),1.31699411182356,103.768506615632,2,17,246,18/09/2022,9
15,west coast road(blk 704),1.31518502692041,103.768432708555,2,17,246,18/09/2022,9
1,clementi avenue 2(blk 330),1.31518419506769,103.767498748964,3,5,230,18/09/2022,9
2,clementi avenue 2(blk 331),1.31667943214563,103.769231150532,3,5,230,18/09/2022,9
3,clementi avenue 2(blk 333),1.3456794296167,103.706599274406,3,5,230,18/09/2022,9
3,clementi avenue 2(blk 334),1.3162903980152,103.769532089119,3,5,230,18/09/2022,9
11,clementi avenue 2(blk 335),1.31605567747075,103.769112678697,3,5,230,18/09/2022,9
21,clementi avenue 2(blk 336),1.3270913316471,103.841978573745,3,5,230,18/09/2022,9
18,clementi avenue 2(blk 337),1.31351386405455,103.770861088889,3,5,230,18/09/2022,9
13,clementi avenue 2(blk 338),1.31408279564086,103.769202736616,3,5,230,18/09/2022,9
1,clementi avenue 2(blk 349),1.31535006995344,103.770861377512,3,5,230,18/09/2022,9
7,clementi avenue 2(blk 350),1.31562015307532,103.770191690378,3,5,230,18/09/2022,9
15,clementi avenue 2(blk 351),1.32217649495476,103.764912144396,3,5,230,18/09/2022,9
7,clementi avenue 2(blk 352),1.31349292425577,103.769854781007,3,5,230,18/09/2022,9
2,clementi avenue 2(blk 354),1.31427265951788,103.771360860916,3,5,230,18/09/2022,9
1,clementi avenue 2(blk 357),1.31595863810442,103.771054408276,3,5,230,18/09/2022,9
1,clementi avenue 2(blk 359),1.31271692776983,103.769902553813,3,5,230,18/09/2022,9
1,clementi avenue 2(blk 362),1.32057465713359,103.768211873157,3,5,230,18/09/2022,9
1,clementi avenue 2(blk 365),1.31949018164234,103.767337871668,3,5,230,18/09/2022,9
1,clementi avenue 4,1.31978885138438,103.767787535116,3,5,230,18/09/2022,9
1,clementi avenue 4(blk 371),1.31912618587195,103.766983653394,3,5,230,18/09/2022,9
4,clementi avenue 4(blk 372),1.31849298732441,103.766701647482,3,5,230,18/09/2022,9
5,clementi avenue 4(blk 373),1.31513509080723,103.766054474051,3,5,230,18/09/2022,9
4,clementi avenue 4(blk 374),1.31912053086005,103.769057716535,3,5,230,18/09/2022,9
2,clementi avenue 4(blk 375),1.31717947419106,103.770788849239,3,5,230,18/09/2022,9
4,clementi avenue 5(blk 324),1.31701655142406,103.770055178868,3,5,230,18/09/2022,9
20,clementi avenue 5(blk 339),1.31872875423273,103.77007125633,3,5,230,18/09/2022,9
24,clementi avenue 5(blk 340),1.31966316716168,103.769139839665,3,5,230,18/09/2022,9
10,clementi avenue 5(blk 341),1.31834429050422,103.767572030573,3,5,230,18/09/2022,9
7,clementi avenue 5(blk 342),1.32546801109536,103.888077424417,3,5,230,18/09/2022,9
3,clementi avenue 5(blk 343),1.31770281154049,103.769076731999,3,5,230,18/09/2022,9
3,clementi avenue 5(blk 344),1.31797801720797,103.767831518404,3,5,230,18/09/2022,9
6,clementi avenue 5(blk 345),1.31057552074486,103.879078933752,3,5,230,18/09/2022,9
10,clementi avenue 5(blk 346),1.31812073993323,103.769088401723,3,5,230,18/09/2022,9
5,clementi avenue 5(blk 347),1.31756398951141,103.767975202583,3,5,230,18/09/2022,9
3,clementi avenue 5(blk 348),1.3185553480936,103.768028348058,3,5,230,18/09/2022,9
4,clementi avenue 5(blk 377),1.31677716280701,103.770897098036,3,5,230,18/09/2022,9
1,clementi avenue 5(blk 379),1.31287975684307,103.786855017635,3,5,230,18/09/2022,9
1,clementi avenue 5(blk 380),1.30766409641887,103.759364910368,3,5,230,18/09/2022,9
4,clementi avenue 5(blk 381),1.31237872986354,103.786971451599,3,5,230,18/09/2022,9
21,ghim moh road(blk 1),1.31228409003273,103.78840388918,4,10,199,18/09/2022,9
28,ghim moh road(blk 2),1.30914384256219,103.788419918626,4,10,199,18/09/2022,9
45,ghim moh road(blk 3),1.31269310627626,103.788308828224,4,10,199,18/09/2022,9
9,ghim moh road(blk 4),1.31199891286265,103.787189701148,4,10,199,18/09/2022,9
21,ghim moh road(blk 5),1.31010302594118,103.788545950724,4,10,199,18/09/2022,9
15,ghim moh road(blk 6),1.31057227583682,103.787643069812,4,10,199,18/09/2022,9
9,ghim moh road(blk 7),1.31043233118645,103.805728280649,4,10,199,18/09/2022,9
7,ghim moh road(blk 8),1.30989225871342,103.787432226528,4,10,199,18/09/2022,9
10,ghim moh road(blk 13),1.37332612525415,103.895386227354,4,10,199,18/09/2022,9
2,ghim moh road(blk 14),1.34521626785868,103.705524830267,4,10,199,18/09/2022,9
1,ghim moh road(blk 15),1.34462393402178,103.705560050376,4,10,199,18/09/2022,9
1,ghim moh road(blk 16),1.30676076028652,103.762363136976,4,10,199,18/09/2022,9
1,ghim moh road(blk 17),1.3439082086186,103.706055263416,4,10,199,18/09/2022,9
1,ghim moh road(blk 18),1.35104857129899,103.932057060254,4,10,199,18/09/2022,9
12,ghim moh road(blk 19),1.27860068677354,103.82708537661,4,10,199,18/09/2022,9
3,ghim moh road(blk 21),1.34392315743643,103.706395562005,4,10,199,18/09/2022,9
12,grove avenue,1.36113033989464,103.879490673901,4,10,199,18/09/2022,9
1,grove drive,1.31461476672549,103.78143191715,4,10,199,18/09/2022,9
5,jurong west central 1(blk 679b),1.31319369617182,103.788192237043,5,15,193,18/09/2022,9
2,jurong west central 1(blk 679c),1.30884675491384,103.78914684284,5,15,193,18/09/2022,9
11,jurong west central 1(blk 680a),1.3122997890586,103.769943830728,5,15,193,18/09/2022,9
4,jurong west central 1(blk 680b),1.35870641148835,103.89361060882,5,15,193,18/09/2022,9
3,jurong west central 1(blk 680c),1.32942111201491,103.902317496614,5,15,193,18/09/2022,9
6,jurong west central 1(blk 681a),1.34449473042069,103.704760528198,5,15,193,18/09/2022,9
10,jurong west central 1(blk 681b),1.34481773281614,103.704952551128,5,15,193,18/09/2022,9
1,jurong west central 1(blk 681c),1.34110457956279,103.705352923802,5,15,193,18/09/2022,9
3,jurong west central 1(blk 682a),1.34399451486162,103.705396292339,5,15,193,18/09/2022,9
1,jurong west central 1(blk 682b),1.45114148417526,103.813629843094,5,15,193,18/09/2022,9
5,jurong west central 1(blk 682c),1.34083504320183,103.706006657162,5,15,193,18/09/2022,9
2,jurong west central 1(blk 683b),1.34315290702888,103.70539456284,5,15,193,18/09/2022,9
5,jurong west central 1(blk 687),1.31329783863328,103.872837648285,5,15,193,18/09/2022,9
9,jurong west central 1(blk 688),1.34047236407142,103.708354717703,5,15,193,18/09/2022,9
2,jurong west central 1(blk 689),1.34297156674521,103.704760487896,5,15,193,18/09/2022,9
2,jurong west central 1(blk 690),1.34067930866793,103.708445480847,5,15,193,18/09/2022,9
3,jurong west central 1(blk 691),1.34177067676423,103.706312762997,5,15,193,18/09/2022,9
7,jurong west central 1(blk 692),1.32353748014389,103.848108217465,5,15,193,18/09/2022,9
3,jurong west central 1(blk 693),1.34118688549853,103.706710011345,5,15,193,18/09/2022,9
4,jurong west central 1(blk 694),1.34312102349205,103.707051960202,5,15,193,18/09/2022,9
4,jurong west central 1(blk 695),1.34290033614079,103.706185188199,5,15,193,18/09/2022,9
8,jurong west central 1(blk 696),1.34640538174578,103.71077711286,5,15,193,18/09/2022,9
11,jurong west central 3(blk 697a),1.32297529982029,103.847822668982,5,15,193,18/09/2022,9
3,jurong west central 3(blk 697b),1.3406512946922,103.707506154373,5,15,193,18/09/2022,9
5,jurong west central 3(blk 697c),1.34575308124211,103.703641775508,5,15,193,18/09/2022,9
8,jurong west central 3(blk 698a),1.3534249409359,103.721442695629,5,15,193,18/09/2022,9
1,jurong west central 3(blk 698b),1.34563047616405,103.705038025438,5,15,193,18/09/2022,9
4,jurong west central 3(blk 698c),1.34333442575136,103.704701215266,5,15,193,18/09/2022,9
8,jurong west central 3(the centris),1.34508009611217,103.704400730049,5,15,193,18/09/2022,9
1,jurong west street 64(blk 675a),1.34535269242821,103.704959975034,5,15,193,18/09/2022,9
2,jurong west street 64(blk 675b),1.34399837379521,103.703927197949,5,15,193,18/09/2022,9
3,jurong west street 64(blk 676b),1.32980527571515,103.695911616257,5,15,193,18/09/2022,9
3,jurong west street 64(blk 677a),1.34480618588213,103.703838568056,5,15,193,18/09/2022,9
4,jurong west street 64(blk 677b),1.34383999434612,103.704216582811,5,15,193,18/09/2022,9
1,jurong west street 64(blk 677c),1.34358659212537,103.704502970823,5,15,193,18/09/2022,9
4,jurong west street 64(blk 678a),1.3392353959121,103.705740348638,5,15,193,18/09/2022,9
1,jurong west street 64(blk 678b),1.34512819470515,103.703897417226,5,15,193,18/09/2022,9
11,jurong west street 64(blk 678c),1.34028016730054,103.707599009323,5,15,193,18/09/2022,9
1,jurong west street 64(blk 678d),1.33162922982743,103.696102033442,5,15,193,18/09/2022,9
4,jurong west street 64(blk 683c),1.34542751038893,103.704502696177,5,15,193,18/09/2022,9
4,jurong west street 64(blk 684a),1.34440862686382,103.705195214449,5,15,193,18/09/2022,9
5,jurong west street 64(blk 684b),1.4353788069886,103.796347725251,5,15,193,18/09/2022,9
9,jurong west street 64(blk 684c),1.43864718901423,103.796518065481,5,15,193,18/09/2022,9
1,corporation drive(blk 118),1.33813942890641,103.72191384164,6,39,165,18/09/2022,9
1,corporation drive(blk 350),1.43902483398516,103.798308103203,6,39,165,18/09/2022,9
1,corporation drive(blk 351),1.4297376529521,103.747455551475,6,39,165,18/09/2022,9
3,corporation drive(blk 365),1.43514317476086,103.795210548115,6,39,165,18/09/2022,9
2,corporation drive(blk 366),1.3406099422348,103.719782260106,6,39,165,18/09/2022,9
3,ho ching road(blk 119),1.33529905914454,103.724712974749,6,39,165,18/09/2022,9
2,ho ching road(blk 120),1.44168775932162,103.805788847375,6,39,165,18/09/2022,9
3,kang ching road(blk 333),1.43556537853694,103.798090214896,6,39,165,18/09/2022,9
1,kang ching road(blk 334),1.35782377502387,103.888939725858,6,39,165,18/09/2022,9
3,kang ching road(blk 335),1.33904268221226,103.723146242833,6,39,165,18/09/2022,9
1,kang ching road(blk 338b),1.33785466388305,103.721462722132,6,39,165,18/09/2022,9
16,kang ching road(blk 339a),1.33875703748672,103.72215701993,6,39,165,18/09/2022,9
4,kang ching road(blk 339b),1.33818062578949,103.721189046311,6,39,165,18/09/2022,9
1,kang ching road(blk 339c),1.3055188809192,103.913021967404,6,39,165,18/09/2022,9
1,kang ching road(blk 339d),1.34020748183852,103.721534317406,6,39,165,18/09/2022,9
1,kang ching road(blk 345),1.33915788503787,103.720931350298,6,39,165,18/09/2022,9
1,kang ching road(blk 346),1.33488991400405,103.913386186589,6,39,165,18/09/2022,9
1,kang ching road(blk 348),1.35782945982904,103.888000813967,6,39,165,18/09/2022,9
4,kang ching road(blk 354),1.33857345707862,103.72083578038,6,39,165,18/09/2022,9
2,kang ching road(blk 355),1.33663451315422,103.72260042207,6,39,165,18/09/2022,9
2,tah ching road(blk 321),1.33637566586899,103.723450457483,6,39,165,18/09/2022,9
2,tah ching road(blk 322),1.31668276541345,103.777328871131,6,39,165,18/09/2022,9
1,tah ching road(blk 323),1.3368180785281,103.723914562532,6,39,165,18/09/2022,9
2,tah ching road(blk 324),1.33727166109701,103.724355525718,6,39,165,18/09/2022,9
21,tah ching road(blk 325),1.33766746069838,103.724154795838,6,39,165,18/09/2022,9
6,tah ching road(blk 326),1.31815181651706,103.775140035461,6,39,165,18/09/2022,9
8,tah ching road(blk 327),1.33598238025896,103.723127904618,6,39,165,18/09/2022,9
9,tah ching road(blk 328),1.3374608850516,103.723845021333,6,39,165,18/09/2022,9
4,tah ching road(blk 329),1.3388206966531,103.72369051749,6,39,165,18/09/2022,9
5,tah ching road(blk 330),1.33807458629683,103.723432148725,6,39,165,18/09/2022,9
2,tah ching road(blk 331),1.33852374734622,103.723483455608,6,39,165,18/09/2022,9
3,tah ching road(blk 332),1.33745034737284,103.722395565486,6,39,165,18/09/2022,9
2,tah ching road(blk 336),1.33769966406232,103.722790261602,6,39,165,18/09/2022,9
2,tah ching road(blk 337a),1.33719034617161,103.722003986224,6,39,165,18/09/2022,9
5,tah ching road(blk 337b),1.33570402533121,103.724078165253,6,39,165,18/09/2022,9
10,tah ching road(blk 337c),1.33781496766011,103.722184784222,6,39,165,18/09/2022,9
16,tah ching road(blk 337d),1.35383705299112,103.886917032282,6,39,165,18/09/2022,9
5,tah ching road(blk 338a),1.33580303394451,103.72098058106,6,39,165,18/09/2022,9
1,yung an road(blk 357),1.35496446293882,103.890855054687,6,39,165,18/09/2022,9
1,yung an road(blk 360),1.33682896786791,103.721117649246,6,39,165,18/09/2022,9
1,yung an road(blk 361),1.35442181063898,103.888557768191,6,39,165,18/09/2022,9
3,yuan ching road(blk 121),1.33570402533121,103.724078165253,6,39,165,18/09/2022,9
2,yuan ching road(lakesidetower),1.35356905255693,103.888705665044,6,39,165,18/09/2022,9
7,aroozoo avenue,1.33505627905051,103.772692298302,7,5,125,18/09/2022,9
1,hougang avenue 1,1.35276525799641,103.887876084862,7,5,125,18/09/2022,9
2,hougang avenue 1(blk 102),1.43829338484767,103.797399036463,7,5,125,18/09/2022,9
6,hougang avenue 1(blk 106),1.37844828552468,103.882856903411,7,5,125,18/09/2022,9
1,hougang avenue 1(blk 110),1.35361343990292,103.888145554328,7,5,125,18/09/2022,9
1,hougang avenue 1(blk 112),1.35223030818128,103.885711060613,7,5,125,18/09/2022,9
5,hougang avenue 1(blk 113),1.35117566880152,103.888195279031,7,5,125,18/09/2022,9
