Number of Cases,Street Address,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
1,wilkie road(estilo),398,2,2,05/06/2022,6
1,spottiswoode park road(blk 107),399,2,2,05/06/2022,6
1,sumang lane(blk 220b),400,2,2,05/06/2022,6
1,sumang lane(blk 221a),400,2,2,05/06/2022,6
2,sungei kadut loop,401,2,2,05/06/2022,6
2,sunview road,402,2,2,05/06/2022,6
1,tampines avenue 8(arc at tampines),403,2,2,05/06/2022,6
1,tampines street 86(the santorini),403,2,2,05/06/2022,6
1,tampines avenue 8(blk 868c),404,2,2,05/06/2022,6
1,tampines street 86(blk 871b),404,2,2,05/06/2022,6
1,tampines street 32(blk 324),405,2,2,05/06/2022,6
1,tampines street 32(blk 331),405,2,2,05/06/2022,6
1,tampines street 34(blk 363),406,2,2,05/06/2022,6
1,tampines street 34(the eden at tampines),406,2,2,05/06/2022,6
1,telok blangah heights(blk 60),407,2,2,05/06/2022,6
1,telok blangah heights(blk 70a),407,2,2,05/06/2022,6
2,tengah garden avenue,408,2,2,05/06/2022,6
1,upper serangoon crescent(blk 470c),409,2,2,05/06/2022,6
1,upper serangoon crescent(blk 471b),409,2,2,05/06/2022,6
1,woodlands drive 50(blk 894b),410,2,2,05/06/2022,6
1,woodlands drive 50(blk 894d),410,2,2,05/06/2022,6
1,woodlands street 31(blk 312),411,2,2,05/06/2022,6
1,woodlands street 31(blk 317),411,2,2,05/06/2022,6
1,yishun avenue 4(blk 650),412,2,2,05/06/2022,6
1,yishun avenue 4(blk 657),412,2,2,05/06/2022,6
1,yishun street 21(blk 205),413,2,2,05/06/2022,6
1,yishun street 21(blk 208),413,2,2,05/06/2022,6
9,cheng soon crescent,1,22,505,16/06/2022,6
16,cheng soon garden,1,22,505,16/06/2022,6
2,cheng soon lane,1,22,505,16/06/2022,6
2,eng kong crescent,1,22,505,16/06/2022,6
4,eng kong crescent(eng kong green),1,22,505,16/06/2022,6
3,eng kong drive,1,22,505,16/06/2022,6
18,eng kong gardens,1,22,505,16/06/2022,6
2,eng kong lane,1,22,505,16/06/2022,6
1,eng kong road,1,22,505,16/06/2022,6
7,eng kong terrace,1,22,505,16/06/2022,6
11,kismis avenue,1,22,505,16/06/2022,6
6,kismis green,1,22,505,16/06/2022,6
15,lorong kismis,1,22,505,16/06/2022,6
46,toh tuck road,1,22,505,16/06/2022,6
105,toh tuck road(high oak condominium),1,22,505,16/06/2022,6
4,toh tuck road(nottinghill suites),1,22,505,16/06/2022,6
89,toh tuck road(the creek @ bukit),1,22,505,16/06/2022,6
9,toh tuck terrace,1,22,505,16/06/2022,6
31,toh yi drive,1,22,505,16/06/2022,6
2,toh yi drive(blk 1),1,22,505,16/06/2022,6
1,toh yi drive(blk 2),1,22,505,16/06/2022,6
1,toh yi drive(blk 3),1,22,505,16/06/2022,6
2,toh yi drive(blk 4),1,22,505,16/06/2022,6
7,toh yi drive(blk 5),1,22,505,16/06/2022,6
2,toh yi drive(blk 6),1,22,505,16/06/2022,6
1,toh yi drive(blk 7),1,22,505,16/06/2022,6
1,toh yi drive(blk 8),1,22,505,16/06/2022,6
5,toh yi drive(blk 9),1,22,505,16/06/2022,6
6,toh yi drive(blk 10),1,22,505,16/06/2022,6
9,toh yi drive(blk 11),1,22,505,16/06/2022,6
9,toh yi drive(blk 12),1,22,505,16/06/2022,6
11,toh yi drive(blk 13),1,22,505,16/06/2022,6
10,toh yi drive(blk 14),1,22,505,16/06/2022,6
3,toh yi drive(blk 15),1,22,505,16/06/2022,6
6,toh yi drive(blk 16),1,22,505,16/06/2022,6
11,toh yi drive(blk 17),1,22,505,16/06/2022,6
3,toh yi drive(blk 18),1,22,505,16/06/2022,6
1,toh yi drive(blk 19),1,22,505,16/06/2022,6
1,toh yi drive(blk 21),1,22,505,16/06/2022,6
31,toh yi road,1,22,505,16/06/2022,6
2,upper toh tuck terrace,1,22,505,16/06/2022,6
33,woodlands avenue 9,2,9,375,16/06/2022,6
4,woodlands crescent(blk 774),2,9,375,16/06/2022,6
14,woodlands crescent(blk 775),2,9,375,16/06/2022,6
9,woodlands crescent(blk 776),2,9,375,16/06/2022,6
6,woodlands crescent(blk 777),2,9,375,16/06/2022,6
9,woodlands crescent(blk 779),2,9,375,16/06/2022,6
2,woodlands crescent(blk 780),2,9,375,16/06/2022,6
11,woodlands crescent(blk 780a),2,9,375,16/06/2022,6
15,woodlands crescent(blk 780b),2,9,375,16/06/2022,6
43,woodlands crescent(blk 780c),2,9,375,16/06/2022,6
32,woodlands crescent(blk 780d),2,9,375,16/06/2022,6
13,woodlands crescent(blk 780e),2,9,375,16/06/2022,6
9,woodlands crescent(blk 780f),2,9,375,16/06/2022,6
16,woodlands crescent(blk 782a),2,9,375,16/06/2022,6
15,woodlands crescent(blk 782b),2,9,375,16/06/2022,6
6,woodlands crescent(blk 782c),2,9,375,16/06/2022,6
22,woodlands crescent(blk 782d),2,9,375,16/06/2022,6
25,woodlands crescent(blk 782e),2,9,375,16/06/2022,6
3,woodlands drive 60(blk 769),2,9,375,16/06/2022,6
4,woodlands drive 60(blk 771),2,9,375,16/06/2022,6
2,woodlands drive 60(blk 772),2,9,375,16/06/2022,6
1,woodlands drive 60(blk 773),2,9,375,16/06/2022,6
11,woodlands drive 60(blk 778),2,9,375,16/06/2022,6
11,woodlands rise(blk 783a),2,9,375,16/06/2022,6
8,woodlands rise(blk 783b),2,9,375,16/06/2022,6
15,woodlands rise(blk 783c),2,9,375,16/06/2022,6
3,woodlands rise(blk 783d),2,9,375,16/06/2022,6
6,woodlands rise(blk 784a),2,9,375,16/06/2022,6
2,woodlands rise(blk 784b),2,9,375,16/06/2022,6
2,woodlands rise(blk 784c),2,9,375,16/06/2022,6
6,woodlands rise(blk 785a),2,9,375,16/06/2022,6
2,woodlands rise(blk 785b),2,9,375,16/06/2022,6
3,woodlands rise(blk 785c),2,9,375,16/06/2022,6
11,woodlands rise(blk 785d),2,9,375,16/06/2022,6
1,woodlands rise(blk 785e),2,9,375,16/06/2022,6
6,angora close,3,30,317,16/06/2022,6
5,alexandra road,3,30,317,16/06/2022,6
66,alexandra road(the anchorage),3,30,317,16/06/2022,6
4,alexandra road(alexis),3,30,317,16/06/2022,6
5,barbary walk,3,30,317,16/06/2022,6
3,merino crescent,3,30,317,16/06/2022,6
2,mei ling street(blk 143),3,30,317,16/06/2022,6
13,mei ling street(blk 146),3,30,317,16/06/2022,6
2,mei ling street(blk 147),3,30,317,16/06/2022,6
19,mei ling street(blk 148),3,30,317,16/06/2022,6
9,mei ling street(blk 149),3,30,317,16/06/2022,6
4,mei ling street(blk 150),3,30,317,16/06/2022,6
2,mei ling street(blk 153),3,30,317,16/06/2022,6
2,mei ling street(blk 154),3,30,317,16/06/2022,6
8,mei ling street(blk 155),3,30,317,16/06/2022,6
5,mei ling street(blk 156),3,30,317,16/06/2022,6
7,mei ling street(blk 157),3,30,317,16/06/2022,6
3,mei ling street(blk 158),3,30,317,16/06/2022,6
18,mei ling street(blk 160),3,30,317,16/06/2022,6
9,mei ling street(blk 161),3,30,317,16/06/2022,6
7,mei ling street(blk 162),3,30,317,16/06/2022,6
11,queensway(blk 168a),3,30,317,16/06/2022,6
4,shepherds drive,3,30,317,16/06/2022,6
20,stirling road,3,30,317,16/06/2022,6
6,stirling road(blk 163),3,30,317,16/06/2022,6
6,stirling road(blk 164),3,30,317,16/06/2022,6
6,stirling road(blk 165),3,30,317,16/06/2022,6
1,stirling road(blk 166),3,30,317,16/06/2022,6
8,stirling road(blk 167),3,30,317,16/06/2022,6
2,stirling road(blk 168),3,30,317,16/06/2022,6
3,stirling road(blk 169),3,30,317,16/06/2022,6
10,stirling road(blk 170),3,30,317,16/06/2022,6
2,stirling road(blk 171),3,30,317,16/06/2022,6
7,stirling road(blk 181),3,30,317,16/06/2022,6
2,stirling road(blk 182),3,30,317,16/06/2022,6
4,stirling road(blk 184),3,30,317,16/06/2022,6
26,stirling road(queens),3,30,317,16/06/2022,6
1,moonbeam drive,4,56,274,16/06/2022,6
1,moonbeam view,4,56,274,16/06/2022,6
1,moonbeam walk,4,56,274,16/06/2022,6
1,mount sinai avenue,4,56,274,16/06/2022,6
3,mount sinai drive(montview),4,56,274,16/06/2022,6
1,mount sinai drive(ridgewood condominium),4,56,274,16/06/2022,6
2,mount sinai rise,4,56,274,16/06/2022,6
1,mount sinai rise(beaverton court),4,56,274,16/06/2022,6
3,mount sinai rise(ridgewood condominium),4,56,274,16/06/2022,6
1,mount sinai walk,4,56,274,16/06/2022,6
3,pine grove(astor green),4,56,274,16/06/2022,6
30,pine grove(cavendish park),4,56,274,16/06/2022,6
213,pine grove(pine grove),4,56,274,16/06/2022,6
4,ridgewood close(ridgewood condominium),4,56,274,16/06/2022,6
9,ridgewood close(the trizon),4,56,274,16/06/2022,6
1,hougang avenue 5(blk 320),5,24,272,16/06/2022,6
2,hougang avenue 5(blk 321),5,24,272,16/06/2022,6
3,hougang avenue 5(blk 322),5,24,272,16/06/2022,6
1,hougang avenue 5(blk 323),5,24,272,16/06/2022,6
1,hougang avenue 5(blk 324),5,24,272,16/06/2022,6
2,hougang avenue 5(blk 333),5,24,272,16/06/2022,6
2,hougang avenue 5(blk 334),5,24,272,16/06/2022,6
1,hougang avenue 5(blk 360),5,24,272,16/06/2022,6
1,hougang avenue 5(blk 361),5,24,272,16/06/2022,6
2,hougang avenue 5(blk 363),5,24,272,16/06/2022,6
27,hougang avenue 7,5,24,272,16/06/2022,6
2,hougang avenue 7(blk 325),5,24,272,16/06/2022,6
1,hougang avenue 7(blk 326),5,24,272,16/06/2022,6
5,hougang avenue 7(blk 336),5,24,272,16/06/2022,6
6,hougang avenue 7(blk 337),5,24,272,16/06/2022,6
5,hougang avenue 7(blk 338),5,24,272,16/06/2022,6
11,hougang avenue 7(blk 339),5,24,272,16/06/2022,6
9,hougang avenue 7(blk 340),5,24,272,16/06/2022,6
11,hougang avenue 7(blk 341),5,24,272,16/06/2022,6
27,hougang avenue 7(evergreen park),5,24,272,16/06/2022,6
1,upper serangoon road(blk 364a),5,24,272,16/06/2022,6
4,upper serangoon road(blk 364b),5,24,272,16/06/2022,6
4,upper serangoon road(blk 365a),5,24,272,16/06/2022,6
1,upper serangoon road(blk 365b),5,24,272,16/06/2022,6
1,upper serangoon road(blk 365c),5,24,272,16/06/2022,6
2,upper serangoon road(blk 365d),5,24,272,16/06/2022,6
12,upper serangoon view(kingsford waterbay),5,24,272,16/06/2022,6
127,upper serangoon view(rio vista),5,24,272,16/06/2022,6
2,champions way(blk 569a),6,2,193,16/06/2022,6
3,champions way(blk 569b),6,2,193,16/06/2022,6
2,woodlands ave 1(blk 570a),6,2,193,16/06/2022,6
4,woodlands ave 1(blk 571b),6,2,193,16/06/2022,6
1,woodlands ave 6(twin fountains),6,2,193,16/06/2022,6
1,woodlands drive 14(blk 505),6,2,193,16/06/2022,6
2,woodlands drive 14(blk 520),6,2,193,16/06/2022,6
8,woodlands drive 14(blk 521),6,2,193,16/06/2022,6
1,woodlands drive 14(blk 523),6,2,193,16/06/2022,6
1,woodlands drive 14(blk 524),6,2,193,16/06/2022,6
1,woodlands drive 14(blk 526),6,2,193,16/06/2022,6
1,woodlands drive 14(blk 527),6,2,193,16/06/2022,6
2,woodlands drive 14(blk 528),6,2,193,16/06/2022,6
4,woodlands drive 14(blk 529),6,2,193,16/06/2022,6
1,woodlands drive 14(blk 530),6,2,193,16/06/2022,6
3,woodlands drive 14(blk 534),6,2,193,16/06/2022,6
1,woodlands drive 14(blk 535),6,2,193,16/06/2022,6
4,woodlands drive 14(blk 536),6,2,193,16/06/2022,6
2,woodlands drive 16(blk 537),6,2,193,16/06/2022,6
2,woodlands drive 16(blk 538),6,2,193,16/06/2022,6
6,woodlands drive 16(blk 539),6,2,193,16/06/2022,6
6,woodlands drive 16(blk 540),6,2,193,16/06/2022,6
11,woodlands drive 16(blk 541),6,2,193,16/06/2022,6
31,woodlands drive 16(blk 542),6,2,193,16/06/2022,6
21,woodlands drive 16(blk 543),6,2,193,16/06/2022,6
2,woodlands drive 16(blk 544),6,2,193,16/06/2022,6
2,woodlands drive 16(blk 545),6,2,193,16/06/2022,6
1,woodlands drive 16(blk 546),6,2,193,16/06/2022,6
1,woodlands drive 16(blk 553),6,2,193,16/06/2022,6
1,woodlands drive 16(blk 573b),6,2,193,16/06/2022,6
2,woodlands drive 16(blk 574a),6,2,193,16/06/2022,6
3,woodlands drive 16(blk 574b),6,2,193,16/06/2022,6
2,woodlands drive 16(blk 575),6,2,193,16/06/2022,6
1,woodlands drive 16(blk 576),6,2,193,16/06/2022,6
2,woodlands drive 16(blk 578),6,2,193,16/06/2022,6
1,woodlands drive 16(blk 579),6,2,193,16/06/2022,6
1,woodlands drive 16(blk 582),6,2,193,16/06/2022,6
13,woodlands drive 16(blk 585),6,2,193,16/06/2022,6
12,woodlands drive 16(blk 586),6,2,193,16/06/2022,6
5,woodlands drive 16(blk 587),6,2,193,16/06/2022,6
5,woodlands drive 16(blk 588),6,2,193,16/06/2022,6
7,woodlands drive 16(blk 589),6,2,193,16/06/2022,6
1,woodlands drive 16la casa),6,2,193,16/06/2022,6
4,woodlands drive 17,6,2,193,16/06/2022,6
1,woodlands drive 44(blk 549),6,2,193,16/06/2022,6
2,woodlands drive 44(blk 553),6,2,193,16/06/2022,6
1,woodlands drive 44(blk 554),6,2,193,16/06/2022,6
2,woodlands drive 44(blk 557),6,2,193,16/06/2022,6
1,woodlands avenue 6(blk 718),7,31,192,16/06/2022,6
1,woodlands avenue 6(blk 719),7,31,192,16/06/2022,6
4,woodlands avenue 6(blk 720),7,31,192,16/06/2022,6
1,woodlands avenue 6(blk 788),7,31,192,16/06/2022,6
5,woodlands avenue 6(blk 789),7,31,192,16/06/2022,6
6,woodlands avenue 6(blk 790),7,31,192,16/06/2022,6
2,woodlands avenue 6(blk 791),7,31,192,16/06/2022,6
2,woodlands avenue 6(blk 792),7,31,192,16/06/2022,6
2,woodlands avenue 6(blk 793),7,31,192,16/06/2022,6
46,woodlands crescent(northoaks),7,31,192,16/06/2022,6
3,woodlands drive 70(blk 714),7,31,192,16/06/2022,6
1,woodlands drive 70(blk 716),7,31,192,16/06/2022,6
4,woodlands drive 70(blk 717),7,31,192,16/06/2022,6
2,woodlands drive 70(blk 717b),7,31,192,16/06/2022,6
1,woodlands drive 72(blk 791),7,31,192,16/06/2022,6
6,woodlands drive 72(blk 794),7,31,192,16/06/2022,6
6,woodlands drive 72(blk 795),7,31,192,16/06/2022,6
7,woodlands drive 72(blk 796),7,31,192,16/06/2022,6
7,woodlands drive 72(blk 797),7,31,192,16/06/2022,6
3,woodlands drive 72(blk 798),7,31,192,16/06/2022,6
82,woodlands drive 72(woodsvale),7,31,192,16/06/2022,6
11,berwick drive,8,4,186,16/06/2022,6
21,blandford drive,8,4,186,16/06/2022,6
6,bloxhome drive,8,4,186,16/06/2022,6
9,bodmin drive,8,4,186,16/06/2022,6
16,borthwick drive,8,4,186,16/06/2022,6
39,braemar drive,8,4,186,16/06/2022,6
30,brockhampton drive,8,4,186,16/06/2022,6
7,burghley drive,8,4,186,16/06/2022,6
1,carisbrooke grove,8,4,186,16/06/2022,6
3,chartwell drive,8,4,186,16/06/2022,6
6,conway circle,8,4,186,16/06/2022,6
2,conway grove,8,4,186,16/06/2022,6
2,cooling close,8,4,186,16/06/2022,6
5,corfe place,8,4,186,16/06/2022,6
10,crowhurst drive,8,4,186,16/06/2022,6
1,medway drive,8,4,186,16/06/2022,6
5,serangoon garden drive,8,4,186,16/06/2022,6
1,serangoon garden rise,8,4,186,16/06/2022,6
1,serangoon garden way,8,4,186,16/06/2022,6
9,tai hwan heights,8,4,186,16/06/2022,6
1,tai hwan lane,8,4,186,16/06/2022,6
14,chun tin road,9,4,167,16/06/2022,6
32,de souza avenue,9,4,167,16/06/2022,6
11,jalan jurong kechil,9,4,167,16/06/2022,6
3,jalan jurong kechil(charisma view),9,4,167,16/06/2022,6
1,jalan jurong kechil(mandarin park),9,4,167,16/06/2022,6
4,jalan jurong kechil(sherwood condominium),9,4,167,16/06/2022,6
14,jalan jurong kechil(the hillford),9,4,167,16/06/2022,6
2,jalan kakatua,9,4,167,16/06/2022,6
2,jalan layang layang,9,4,167,16/06/2022,6
5,jalan rajawali(grand chateau),9,4,167,16/06/2022,6
1,jalan rajawali(grand regency),9,4,167,16/06/2022,6
2,jalan rajawali(palm residence),9,4,167,16/06/2022,6
1,jalan rajawali(regis mansions),9,4,167,16/06/2022,6
2,jalan selanting,9,4,167,16/06/2022,6
7,jalan selanting(selanting green),9,4,167,16/06/2022,6
5,lorong pisang asam,9,4,167,16/06/2022,6
6,lorong pisang emas,9,4,167,16/06/2022,6
5,lorong pisang hijau,9,4,167,16/06/2022,6
4,lorong pisang raja,9,4,167,16/06/2022,6
3,toh tuck road(forett @ bt timah),9,4,167,16/06/2022,6
33,toh tuck road(signature park),9,4,167,16/06/2022,6
10,yuk tong avenue,9,4,167,16/06/2022,6
1,ripley crescent,10,22,165,16/06/2022,6
44,serangoon north avenue 1,10,22,165,16/06/2022,6
2,serangoon north avenue 1(blk 107),10,22,165,16/06/2022,6
3,serangoon north avenue 1(blk 109),10,22,165,16/06/2022,6
1,serangoon north avenue 1(blk 110),10,22,165,16/06/2022,6
3,serangoon north avenue 1(blk 114),10,22,165,16/06/2022,6
1,serangoon north avenue 1(blk 117),10,22,165,16/06/2022,6
1,serangoon north avenue 1(blk 120),10,22,165,16/06/2022,6
1,serangoon north avenue 1(blk 121),10,22,165,16/06/2022,6
2,serangoon north avenue 1(blk 122),10,22,165,16/06/2022,6
6,serangoon north avenue 1(blk 123),10,22,165,16/06/2022,6
2,serangoon north avenue 1(blk 124),10,22,165,16/06/2022,6
10,serangoon north avenue 1(blk 125),10,22,165,16/06/2022,6
6,serangoon north avenue 1(blk 126),10,22,165,16/06/2022,6
4,serangoon north avenue 1(blk 142),10,22,165,16/06/2022,6
1,serangoon north avenue 1(blk 146),10,22,165,16/06/2022,6
4,serangoon north avenue 1(blk 147),10,22,165,16/06/2022,6
2,serangoon north avenue 1(blk 149),10,22,165,16/06/2022,6
1,serangoon north avenue 1(blk 152),10,22,165,16/06/2022,6
3,serangoon north avenue 1(blk 153),10,22,165,16/06/2022,6
5,serangoon north avenue 2(blk 135),10,22,165,16/06/2022,6
2,serangoon north avenue 2(blk 136),10,22,165,16/06/2022,6
6,serangoon north avenue 2(blk 137),10,22,165,16/06/2022,6
7,serangoon north avenue 2(blk 138),10,22,165,16/06/2022,6
5,serangoon north avenue 2(blk 139),10,22,165,16/06/2022,6
13,serangoon north avenue 2(blk 140),10,22,165,16/06/2022,6
8,serangoon north avenue 2(blk 141),10,22,165,16/06/2022,6
4,serangoon north avenue 2(blk 151),10,22,165,16/06/2022,6
10,serangoon north view(the garden residences),10,22,165,16/06/2022,6
7,yio chu kang road,10,22,165,16/06/2022,6
34,boon lay drive,11,54,131,16/06/2022,6
97,boon lay drive(summerdale),11,54,131,16/06/2022,6
42,verde avenue,12,23,131,16/06/2022,6
43,verde crescent,12,23,131,16/06/2022,6
10,verde grove,12,23,131,16/06/2022,6
36,verde view,12,23,131,16/06/2022,6
14,chwee chian road,13,12,129,16/06/2022,6
4,chwee chian view,13,12,129,16/06/2022,6
2,chwee chian road(banyan condominium),13,12,129,16/06/2022,6
13,jambol place,13,12,129,16/06/2022,6
22,jalan mat jambol,13,12,129,16/06/2022,6
1,jalan mat jambol(bijou),13,12,129,16/06/2022,6
8,lorong sarhad,13,12,129,16/06/2022,6
3,lorong sarhad(treasure place),13,12,129,16/06/2022,6
1,lorong sari,13,12,129,16/06/2022,6
1,paisr panjang road,13,12,129,16/06/2022,6
1,pasir panjang road(landridge condominium),13,12,129,16/06/2022,6
4,pasir panjang road(pasir view park),13,12,129,16/06/2022,6
1,pepys road(the peak),13,12,129,16/06/2022,6
1,siok wan close,13,12,129,16/06/2022,6
13,south buona vista road,13,12,129,16/06/2022,6
2,south buona vista road(bayville condominium),13,12,129,16/06/2022,6
2,springwood avenue,13,12,129,16/06/2022,6
3,springwood crescent,13,12,129,16/06/2022,6
8,springwood height,13,12,129,16/06/2022,6
2,springwood walk,13,12,129,16/06/2022,6
3,westridge walk,13,12,129,16/06/2022,6
3,yew siang road,13,12,129,16/06/2022,6
17,yew siang road(flynn park),13,12,129,16/06/2022,6
10,boon lay avenue(blk 185),14,42,121,16/06/2022,6
6,boon lay avenue(blk 186),14,42,121,16/06/2022,6
18,boon lay avenue(blk 187),14,42,121,16/06/2022,6
3,boon lay drive,14,42,121,16/06/2022,6
1,boon lay drive(blk 174),14,42,121,16/06/2022,6
3,boon lay drive(blk 175),14,42,121,16/06/2022,6
1,boon lay drive(blk 177),14,42,121,16/06/2022,6
1,boon lay drive(blk 180),14,42,121,16/06/2022,6
24,boon lay drive(blk 188),14,42,121,16/06/2022,6
1,boon lay drive(blk 189),14,42,121,16/06/2022,6
1,boon lay drive(blk 190),14,42,121,16/06/2022,6
5,boon lay drive(blk 191),14,42,121,16/06/2022,6
2,boon lay drive(blk 196b),14,42,121,16/06/2022,6
3,boon lay drive(blk 197a),14,42,121,16/06/2022,6
1,boon lay drive(blk 197c),14,42,121,16/06/2022,6
1,boon lay drive(blk 201),14,42,121,16/06/2022,6
1,boon lay drive(blk 257),14,42,121,16/06/2022,6
1,boon lay drive(blk 258),14,42,121,16/06/2022,6
1,boon lay drive(blk 259),14,42,121,16/06/2022,6
4,boon lay drive(blk 268b),14,42,121,16/06/2022,6
2,boon lay drive(blk 268c),14,42,121,16/06/2022,6
1,boon lay place(blk 207),14,42,121,16/06/2022,6
3,boon lay place(blk 208),14,42,121,16/06/2022,6
2,boon lay place(blk 209),14,42,121,16/06/2022,6
7,boon lay place(blk 210),14,42,121,16/06/2022,6
8,boon lay place(blk 211),14,42,121,16/06/2022,6
2,boon lay place(blk 212),14,42,121,16/06/2022,6
1,boon lay place(blk 214),14,42,121,16/06/2022,6
7,boon lay place(blk 221),14,42,121,16/06/2022,6
2,jalan batai,15,22,113,16/06/2022,6
20,jalan chengam,15,22,113,16/06/2022,6
9,jalan chempedak,15,22,113,16/06/2022,6
2,jalan kuras,15,22,113,16/06/2022,6
12,jalan lanjut,15,22,113,16/06/2022,6
11,jalan leban,15,22,113,16/06/2022,6
10,jalan menarong,15,22,113,16/06/2022,6
1,jalan mengkudu,15,22,113,16/06/2022,6
7,jalan rukam,15,22,113,16/06/2022,6
9,jalan sappan,15,22,113,16/06/2022,6
2,jalan tarum,15,22,113,16/06/2022,6
1,shangri-la walk,15,22,113,16/06/2022,6
27,saint nicholas view,15,22,113,16/06/2022,6
12,hougang avenue 7(blk 351),16,5,101,16/06/2022,6
7,hougang avenue 7(blk 352),16,5,101,16/06/2022,6
2,hougang avenue 7(blk 353),16,5,101,16/06/2022,6
12,hougang avenue 7(blk 354),16,5,101,16/06/2022,6
2,hougang avenue 7(blk 355),16,5,101,16/06/2022,6
1,hougang avenue 7(blk 356),16,5,101,16/06/2022,6
8,hougang avenue 7(blk 357),16,5,101,16/06/2022,6
52,hougang avenue 7(the florida),16,5,101,16/06/2022,6
2,jalan lye kwee,16,5,101,16/06/2022,6
3,saint xavier's lane,16,5,101,16/06/2022,6
2,woodlands avenue 6(blk 723),17,3,83,16/06/2022,6
1,woodlands circle(blk 721),17,3,83,16/06/2022,6
2,woodlands crescent(blk 787b),17,3,83,16/06/2022,6
6,woodlands crescent(blk 787c),17,3,83,16/06/2022,6
3,woodlands crescent(blk 787d),17,3,83,16/06/2022,6
7,woodlands crescent(blk 787e),17,3,83,16/06/2022,6
2,woodlands crescent(blk 788b),17,3,83,16/06/2022,6
5,woodlands crescent(blk 788c),17,3,83,16/06/2022,6
3,woodlands crescent(blk 788d),17,3,83,16/06/2022,6
9,woodlands crescent(blk 788e),17,3,83,16/06/2022,6
2,woodlands drive 60(blk 786b),17,3,83,16/06/2022,6
7,woodlands drive 60(blk 786c),17,3,83,16/06/2022,6
13,woodlands drive 60(blk 786d),17,3,83,16/06/2022,6
11,woodlands drive 60(blk 786e),17,3,83,16/06/2022,6
6,woodlands drive 60(blk 786f),17,3,83,16/06/2022,6
3,woodlands drive 60(blk 799a),17,3,83,16/06/2022,6
1,woodlands drive 60(blk 799b),17,3,83,16/06/2022,6
1,compassvale bow(blk 274a),18,1,81,16/06/2022,6
6,compassvale bow(blk 274b),18,1,81,16/06/2022,6
3,compassvale bow(blk 274c),18,1,81,16/06/2022,6
2,compassvale bow(blk 278b),18,1,81,16/06/2022,6
4,compassvale bow(blk 278c),18,1,81,16/06/2022,6
37,compassvale bow(esparina residences),18,1,81,16/06/2022,6
28,compassvale bow(jewel @ buangkok),18,1,81,16/06/2022,6
7,kismis place,19,6,80,16/06/2022,6
2,lorong kismis,19,6,80,16/06/2022,6
1,toh tuck close,19,6,80,16/06/2022,6
19,toh tuck crescent,19,6,80,16/06/2022,6
21,toh tuck place,19,6,80,16/06/2022,6
3,toh tuck road,19,6,80,16/06/2022,6
1,toh tuck rise,19,6,80,16/06/2022,6
1,toh tuck terrace,19,6,80,16/06/2022,6
4,toh tuck walk,19,6,80,16/06/2022,6
21,toh tuck road(the beverly),19,6,80,16/06/2022,6
2,cheong chin nam road,20,11,78,16/06/2022,6
9,chun tin road,20,11,78,16/06/2022,6
1,chun tin road(meadowlodge),20,11,78,16/06/2022,6
15,jalan jurong kechil,20,11,78,16/06/2022,6
19,lorong kilat,20,11,78,16/06/2022,6
6,lorong pisang batu,20,11,78,16/06/2022,6
7,lorong pisang emas,20,11,78,16/06/2022,6
3,lorong pisang raja,20,11,78,16/06/2022,6
